order_item_id,order_id,product_id,quantity,unit_price,discount,is_return,is_sale,discount_valid,discount_for_calculation,gross_revenue,net_revenue,sales_revenue,return_value
75,28,25,1,282.92,0.2,False,True,True,0.2,282.92,226.336,226.336,0.0
76,28,34,2,399.8,0.0,False,True,True,0.0,799.6,799.6,799.6,0.0
77,29,294,1,141.94,0.05,False,True,True,0.05,141.94,134.843,134.843,0.0
78,29,294,2,141.94,0.1,False,True,True,0.1,283.88,255.492,255.492,0.0
79,30,188,1,550.0,0.05,False,True,True,0.05,550.0,522.5,522.5,0.0
80,31,257,2,8.4,0.0,False,True,True,0.0,16.8,16.8,16.8,0.0
81,32,115,1,251.88,0.0,False,True,True,0.0,251.88,251.88,251.88,0.0
82,32,207,1,518.71,0.2,False,True,True,0.2,518.71,414.9680000000001,414.9680000000001,0.0
83,32,12,-1,156.75,0.0,True,False,True,0.0,-156.75,-156.75,0.0,156.75
84,32,61,1,512.76,0.0,False,True,True,0.0,512.76,512.76,512.76,0.0
85,33,117,1,567.69,0.0,False,True,True,0.0,567.69,567.69,567.69,0.0
86,33,186,1,290.81,0.15,False,True,True,0.15,290.81,247.1885,247.1885,0.0
87,33,288,2,515.26,0.1,False,True,True,0.1,1030.52,927.468,927.468,0.0
88,33,2,2,807.37,0.2,False,True,True,0.2,1614.74,1291.7920000000001,1291.7920000000001,0.0
89,33,61,-1,512.76,0.15,True,False,True,0.15,-512.76,-435.846,0.0,435.846
90,34,184,1,278.4,0.0,False,True,True,0.0,278.4,278.4,278.4,0.0
91,34,48,2,231.62,0.0,False,True,True,0.0,463.24,463.24,463.24,0.0
92,35,219,1,211.99,0.1,False,True,True,0.1,211.99,190.79100000000003,190.79100000000003,0.0
93,35,98,2,71.96,0.0,False,True,True,0.0,143.92,143.92,143.92,0.0
94,36,77,1,103.53,0.1,False,True,True,0.1,103.53,93.177,93.177,0.0
95,36,261,1,429.63,0.15,False,True,True,0.15,429.63,365.1855,365.1855,0.0
96,37,264,1,16.2,0.0,False,True,True,0.0,16.2,16.2,16.2,0.0
97,37,33,-1,217.73,0.0,True,False,True,0.0,-217.73,-217.73,0.0,217.73
98,37,199,1,51.0,0.0,False,True,True,0.0,51.0,51.0,51.0,0.0
99,38,29,1,103.82,0.0,False,True,True,0.0,103.82,103.82,103.82,0.0
100,38,38,2,364.99,0.0,False,True,True,0.0,729.98,729.98,729.98,0.0
101,39,211,1,943.9,0.0,False,True,True,0.0,943.9,943.9,943.9,0.0
102,39,144,1,299.76,0.15,False,True,True,0.15,299.76,254.796,254.796,0.0
103,39,145,1,61.15,0.0,False,True,True,0.0,61.15,61.15,61.15,0.0
104,39,72,1,286.08,0.1,False,True,True,0.1,286.08,257.472,257.472,0.0
105,39,67,1,355.8,0.0,False,True,True,0.0,355.8,355.8,355.8,0.0
106,40,25,-1,282.92,0.0,True,False,True,0.0,-282.92,-282.92,0.0,282.92
107,40,35,2,425.48,0.0,False,True,True,0.0,850.96,850.96,850.96,0.0
108,40,269,1,603.81,0.0,False,True,True,0.0,603.81,603.81,603.81,0.0
109,40,102,1,396.98,0.0,False,True,True,0.0,396.98,396.98,396.98,0.0
110,41,206,1,612.54,0.0,False,True,True,0.0,612.54,612.54,612.54,0.0
111,41,6,1,531.19,0.2,False,True,True,0.2,531.19,424.95200000000006,424.95200000000006,0.0
112,41,53,1,192.38,0.0,False,True,True,0.0,192.38,192.38,192.38,0.0
113,41,113,2,55.28,0.0,False,True,True,0.0,110.56,110.56,110.56,0.0
114,42,177,1,156.12,0.0,False,True,True,0.0,156.12,156.12,156.12,0.0
115,42,280,1,121.8,0.0,False,True,True,0.0,121.8,121.8,121.8,0.0
116,43,203,1,431.09,0.0,False,True,True,0.0,431.09,431.09,431.09,0.0
117,44,129,2,492.47,0.0,False,True,True,0.0,984.94,984.94,984.94,0.0
118,44,73,3,346.78,0.05,False,True,True,0.05,1040.34,988.3229999999999,988.3229999999999,0.0
119,45,48,2,231.62,0.15,False,True,True,0.15,463.24,393.754,393.754,0.0
120,45,94,1,514.73,0.0,False,True,True,0.0,514.73,514.73,514.73,0.0
121,45,215,1,501.1,0.0,False,True,True,0.0,501.1,501.1,501.1,0.0
122,45,252,2,274.43,0.05,False,True,True,0.05,548.86,521.417,521.417,0.0
123,46,59,2,287.12,0.0,False,True,True,0.0,574.24,574.24,574.24,0.0
124,47,231,3,410.59,0.0,False,True,True,0.0,1231.77,1231.77,1231.77,0.0
125,47,279,1,226.81,0.0,False,True,True,0.0,226.81,226.81,226.81,0.0
126,48,255,1,249.2,0.0,False,True,True,0.0,249.2,249.2,249.2,0.0
127,48,76,2,938.11,0.0,False,True,True,0.0,1876.22,1876.22,1876.22,0.0
128,49,179,1,478.65,0.0,False,True,True,0.0,478.65,478.65,478.65,0.0
129,50,136,1,974.39,0.0,False,True,True,0.0,974.39,974.39,974.39,0.0
130,50,90,1,219.22,0.0,False,True,True,0.0,219.22,219.22,219.22,0.0
131,50,204,3,578.66,0.1,False,True,True,0.1,1735.98,1562.382,1562.382,0.0
132,50,286,1,47.93,0.1,False,True,True,0.1,47.93,43.137,43.137,0.0
133,50,221,1,704.75,0.0,False,True,True,0.0,704.75,704.75,704.75,0.0
134,51,118,1,611.17,0.0,False,True,True,0.0,611.17,611.17,611.17,0.0
135,51,129,1,492.47,0.0,False,True,True,0.0,492.47,492.47,492.47,0.0
136,51,173,2,587.7,0.05,False,True,True,0.05,1175.4,1116.63,1116.63,0.0
137,52,260,1,619.66,0.1,False,True,True,0.1,619.66,557.694,557.694,0.0
138,52,226,1,211.98,0.15,False,True,True,0.15,211.98,180.183,180.183,0.0
139,53,96,1,682.77,0.05,False,True,True,0.05,682.77,648.6315,648.6315,0.0
140,54,273,1,560.24,0.0,False,True,True,0.0,560.24,560.24,560.24,0.0
141,54,295,3,139.02,0.0,False,True,True,0.0,417.06000000000006,417.06000000000006,417.06000000000006,0.0
142,55,20,2,548.49,0.0,False,True,True,0.0,1096.98,1096.98,1096.98,0.0
143,56,138,2,54.35,0.05,False,True,True,0.05,108.7,103.265,103.265,0.0
144,56,200,1,533.81,0.05,False,True,True,0.05,533.81,507.1194999999999,507.1194999999999,0.0
145,57,278,1,402.71,0.05,False,True,True,0.05,402.71,382.57449999999994,382.57449999999994,0.0
146,58,202,1,514.85,0.0,False,True,True,0.0,514.85,514.85,514.85,0.0
147,58,151,1,625.19,0.0,False,True,True,0.0,625.19,625.19,625.19,0.0
148,59,114,2,23.97,0.0,False,True,True,0.0,47.94,47.94,47.94,0.0
149,59,294,3,141.94,0.0,False,True,True,0.0,425.82,425.82,425.82,0.0
150,59,41,1,376.48,0.15,False,True,True,0.15,376.48,320.008,320.008,0.0
151,59,173,1,587.7,0.15,False,True,True,0.15,587.7,499.545,499.545,0.0
152,60,114,2,23.97,0.0,False,True,True,0.0,47.94,47.94,47.94,0.0
153,60,190,1,707.42,0.1,False,True,True,0.1,707.42,636.678,636.678,0.0
154,61,251,1,439.11,0.2,False,True,True,0.2,439.11,351.288,351.288,0.0
155,61,287,1,754.14,0.05,False,True,True,0.05,754.14,716.433,716.433,0.0
156,61,148,2,304.48,0.0,False,True,True,0.0,608.96,608.96,608.96,0.0
157,61,62,2,244.7,0.15,False,True,True,0.15,489.4,415.98999999999995,415.98999999999995,0.0
158,61,39,3,412.64,0.0,False,True,True,0.0,1237.92,1237.92,1237.92,0.0
159,62,171,1,14.73,0.0,False,True,True,0.0,14.73,14.73,14.73,0.0
160,62,187,1,127.57,0.0,False,True,True,0.0,127.57,127.57,127.57,0.0
161,62,233,1,82.49,0.1,False,True,True,0.1,82.49,74.241,74.241,0.0
162,62,111,1,227.31,0.0,False,True,True,0.0,227.31,227.31,227.31,0.0
163,63,230,2,829.69,0.0,False,True,True,0.0,1659.38,1659.38,1659.38,0.0
164,63,137,3,316.92,0.0,False,True,True,0.0,950.76,950.76,950.76,0.0
165,63,56,1,186.07,0.1,False,True,True,0.1,186.07,167.463,167.463,0.0
166,64,63,1,430.39,0.0,False,True,True,0.0,430.39,430.39,430.39,0.0
167,64,68,2,133.13,0.0,False,True,True,0.0,266.26,266.26,266.26,0.0
168,65,71,3,362.18,0.0,False,True,True,0.0,1086.54,1086.54,1086.54,0.0
169,65,220,1,475.38,0.2,False,True,True,0.2,475.38,380.30400000000003,380.30400000000003,0.0
170,66,144,1,299.76,0.0,False,True,True,0.0,299.76,299.76,299.76,0.0
171,66,173,1,587.7,0.2,False,True,True,0.2,587.7,470.1600000000001,470.1600000000001,0.0
172,67,187,2,127.57,0.0,False,True,True,0.0,255.14,255.14,255.14,0.0
173,67,148,1,304.48,0.0,False,True,True,0.0,304.48,304.48,304.48,0.0
174,68,4,2,17.97,0.0,False,True,True,0.0,35.94,35.94,35.94,0.0
175,69,122,1,607.34,0.15,False,True,True,0.15,607.34,516.239,516.239,0.0
176,70,3,1,978.72,0.0,False,True,True,0.0,978.72,978.72,978.72,0.0
177,71,146,2,443.54,0.0,False,True,True,0.0,887.08,887.08,887.08,0.0
178,72,226,1,211.98,0.0,False,True,True,0.0,211.98,211.98,211.98,0.0
179,72,4,1,17.97,0.1,False,True,True,0.1,17.97,16.173,16.173,0.0
180,73,89,1,247.06,0.1,False,True,True,0.1,247.06,222.354,222.354,0.0
181,73,69,1,274.11,0.0,False,True,True,0.0,274.11,274.11,274.11,0.0
182,74,194,1,222.76,0.15,False,True,True,0.15,222.76,189.34599999999998,189.34599999999998,0.0
183,75,238,1,192.17,0.0,False,True,True,0.0,192.17,192.17,192.17,0.0
184,75,207,1,518.71,0.0,False,True,True,0.0,518.71,518.71,518.71,0.0
185,75,93,2,98.57,0.0,False,True,True,0.0,197.14,197.14,197.14,0.0
186,76,80,2,166.05,0.15,False,True,True,0.15,332.1,282.285,282.285,0.0
187,77,53,1,192.38,0.0,False,True,True,0.0,192.38,192.38,192.38,0.0
188,78,111,1,227.31,0.1,False,True,True,0.1,227.31,204.579,204.579,0.0
189,79,89,1,247.06,0.2,False,True,True,0.2,247.06,197.64800000000002,197.64800000000002,0.0
190,80,300,1,133.29,0.0,False,True,True,0.0,133.29,133.29,133.29,0.0
191,80,74,1,171.2,0.0,False,True,True,0.0,171.2,171.2,171.2,0.0
192,80,126,2,240.49,0.1,False,True,True,0.1,480.98,432.882,432.882,0.0
193,81,238,1,192.17,0.15,False,True,True,0.15,192.17,163.34449999999998,163.34449999999998,0.0
194,82,130,1,454.11,0.2,False,True,True,0.2,454.11,363.288,363.288,0.0
195,83,96,1,682.77,0.0,False,True,True,0.0,682.77,682.77,682.77,0.0
196,83,170,1,723.66,0.15,False,True,True,0.15,723.66,615.111,615.111,0.0
197,84,168,1,649.6,0.2,False,True,True,0.2,649.6,519.6800000000001,519.6800000000001,0.0
198,84,266,1,110.99,0.0,False,True,True,0.0,110.99,110.99,110.99,0.0
199,84,51,1,863.34,0.0,False,True,True,0.0,863.34,863.34,863.34,0.0
200,85,284,1,228.9,0.1,False,True,True,0.1,228.9,206.01000000000002,206.01000000000002,0.0
201,86,108,1,378.75,0.05,False,True,True,0.05,378.75,359.8125,359.8125,0.0
202,86,264,1,16.2,0.0,False,True,True,0.0,16.2,16.2,16.2,0.0
203,87,121,3,183.38,0.05,False,True,True,0.05,550.14,522.6329999999999,522.6329999999999,0.0
204,87,294,1,141.94,0.0,False,True,True,0.0,141.94,141.94,141.94,0.0
205,87,84,3,43.2,0.15,False,True,True,0.15,129.60000000000002,110.16000000000001,110.16000000000001,0.0
206,87,48,1,231.62,0.0,False,True,True,0.0,231.62,231.62,231.62,0.0
207,87,179,1,478.65,0.0,False,True,True,0.0,478.65,478.65,478.65,0.0
208,88,3,1,978.72,0.2,False,True,True,0.2,978.72,782.9760000000001,782.9760000000001,0.0
209,88,256,1,537.93,0.2,False,True,True,0.2,537.93,430.344,430.344,0.0
210,88,25,1,282.92,0.05,False,True,True,0.05,282.92,268.774,268.774,0.0
211,89,72,1,286.08,0.05,False,True,True,0.05,286.08,271.77599999999995,271.77599999999995,0.0
212,89,46,1,397.56,0.0,False,True,True,0.0,397.56,397.56,397.56,0.0
213,89,93,1,98.57,0.05,False,True,True,0.05,98.57,93.6415,93.6415,0.0
214,90,128,1,686.4,0.05,False,True,True,0.05,686.4,652.0799999999999,652.0799999999999,0.0
215,90,19,1,727.02,0.0,False,True,True,0.0,727.02,727.02,727.02,0.0
216,90,107,1,963.92,0.05,False,True,True,0.05,963.92,915.7239999999999,915.7239999999999,0.0
217,91,47,1,513.39,0.1,False,True,True,0.1,513.39,462.051,462.051,0.0
218,92,168,-1,649.6,0.0,True,False,True,0.0,-649.6,-649.6,0.0,649.6
219,92,66,1,447.18,0.1,False,True,True,0.1,447.18,402.462,402.462,0.0
220,93,1,2,433.54,0.0,False,True,True,0.0,867.08,867.08,867.08,0.0
221,93,177,1,156.12,0.05,False,True,True,0.05,156.12,148.314,148.314,0.0
222,93,9,2,66.57,0.0,False,True,True,0.0,133.14,133.14,133.14,0.0
223,94,277,1,437.32,0.0,False,True,True,0.0,437.32,437.32,437.32,0.0
224,94,109,2,59.23,0.0,False,True,True,0.0,118.46,118.46,118.46,0.0
225,95,186,1,290.81,0.0,False,True,True,0.0,290.81,290.81,290.81,0.0
226,95,143,1,421.93,0.0,False,True,True,0.0,421.93,421.93,421.93,0.0
227,96,117,1,567.69,0.1,False,True,True,0.1,567.69,510.92100000000005,510.92100000000005,0.0
228,97,4,1,17.97,0.05,False,True,True,0.05,17.97,17.071499999999997,17.071499999999997,0.0
229,97,128,1,686.4,0.0,False,True,True,0.0,686.4,686.4,686.4,0.0
230,97,208,3,260.07,0.0,False,True,True,0.0,780.21,780.21,780.21,0.0
231,98,190,1,707.42,0.05,False,True,True,0.05,707.42,672.049,672.049,0.0
232,98,191,1,457.7,0.1,False,True,True,0.1,457.7,411.93,411.93,0.0
233,99,2,1,807.37,0.0,False,True,True,0.0,807.37,807.37,807.37,0.0
234,99,264,1,16.2,0.0,False,True,True,0.0,16.2,16.2,16.2,0.0
235,100,47,1,513.39,0.0,False,True,True,0.0,513.39,513.39,513.39,0.0
236,100,7,1,357.42,0.1,False,True,True,0.1,357.42,321.678,321.678,0.0
237,101,56,-1,186.07,0.05,True,False,True,0.05,-186.07,-176.76649999999998,0.0,176.76649999999998
238,101,101,1,488.42,0.0,False,True,True,0.0,488.42,488.42,488.42,0.0
239,101,28,1,749.19,0.0,False,True,True,0.0,749.19,749.19,749.19,0.0
240,101,25,2,282.92,0.0,False,True,True,0.0,565.84,565.84,565.84,0.0
241,102,101,1,488.42,0.0,False,True,True,0.0,488.42,488.42,488.42,0.0
242,103,255,1,249.2,0.0,False,True,True,0.0,249.2,249.2,249.2,0.0
244,103,102,-1,396.98,0.1,True,False,True,0.1,-396.98,-357.28200000000004,0.0,357.28200000000004
245,104,224,2,23.12,0.0,False,True,True,0.0,46.24,46.24,46.24,0.0
246,104,181,1,37.18,0.0,False,True,True,0.0,37.18,37.18,37.18,0.0
247,104,244,1,263.25,0.0,False,True,True,0.0,263.25,263.25,263.25,0.0
248,104,213,1,111.83,0.0,False,True,True,0.0,111.83,111.83,111.83,0.0
249,105,249,1,682.27,0.0,False,True,True,0.0,682.27,682.27,682.27,0.0
250,106,283,1,680.49,0.05,False,True,True,0.05,680.49,646.4655,646.4655,0.0
251,107,34,1,399.8,0.0,False,True,True,0.0,399.8,399.8,399.8,0.0
252,107,257,1,8.4,0.0,False,True,True,0.0,8.4,8.4,8.4,0.0
253,107,255,3,249.2,0.0,False,True,True,0.0,747.5999999999999,747.5999999999999,747.5999999999999,0.0
254,108,225,1,939.11,0.1,False,True,True,0.1,939.11,845.1990000000001,845.1990000000001,0.0
255,109,77,1,103.53,0.0,False,True,True,0.0,103.53,103.53,103.53,0.0
256,109,246,1,574.84,0.0,False,True,True,0.0,574.84,574.84,574.84,0.0
257,109,166,1,278.38,0.0,False,True,True,0.0,278.38,278.38,278.38,0.0
258,109,264,1,16.2,0.0,False,True,True,0.0,16.2,16.2,16.2,0.0
259,109,59,-1,287.12,0.0,True,False,True,0.0,-287.12,-287.12,0.0,287.12
260,110,240,1,555.47,0.0,False,True,True,0.0,555.47,555.47,555.47,0.0
261,111,15,1,536.46,0.05,False,True,True,0.05,536.46,509.637,509.637,0.0
262,111,280,3,121.8,0.1,False,True,True,0.1,365.4,328.86,328.86,0.0
263,111,293,1,709.48,0.0,False,True,True,0.0,709.48,709.48,709.48,0.0
264,111,300,1,133.29,0.0,False,True,True,0.0,133.29,133.29,133.29,0.0
265,112,261,1,429.63,0.1,False,True,True,0.1,429.63,386.66700000000003,386.66700000000003,0.0
266,112,280,3,121.8,0.15,False,True,True,0.15,365.4,310.59,310.59,0.0
267,112,71,1,362.18,0.0,False,True,True,0.0,362.18,362.18,362.18,0.0
268,112,183,1,942.96,0.05,False,True,True,0.05,942.96,895.812,895.812,0.0
269,112,226,-1,211.98,0.0,True,False,True,0.0,-211.98,-211.98,0.0,211.98
270,113,24,1,696.97,0.0,False,True,True,0.0,696.97,696.97,696.97,0.0
271,114,207,1,518.71,0.05,False,True,True,0.05,518.71,492.7745,492.7745,0.0
272,115,85,1,530.7,0.0,False,True,True,0.0,530.7,530.7,530.7,0.0
273,116,26,1,259.69,0.0,False,True,True,0.0,259.69,259.69,259.69,0.0
274,116,61,1,512.76,0.1,False,True,True,0.1,512.76,461.484,461.484,0.0
275,116,217,1,479.18,0.0,False,True,True,0.0,479.18,479.18,479.18,0.0
276,117,284,1,228.9,0.0,False,True,True,0.0,228.9,228.9,228.9,0.0
277,117,55,2,395.52,0.0,False,True,True,0.0,791.04,791.04,791.04,0.0
278,117,204,1,578.66,0.05,False,True,True,0.05,578.66,549.727,549.727,0.0
279,118,136,3,974.39,0.0,False,True,True,0.0,2923.17,2923.17,2923.17,0.0
280,118,262,1,214.85,0.0,False,True,True,0.0,214.85,214.85,214.85,0.0
281,119,183,1,942.96,0.0,False,True,True,0.0,942.96,942.96,942.96,0.0
282,120,294,3,141.94,0.1,False,True,True,0.1,425.82,383.238,383.238,0.0
283,120,205,1,367.74,0.0,False,True,True,0.0,367.74,367.74,367.74,0.0
284,121,270,1,34872.0,0.0,False,True,True,0.0,34872.0,34872.0,34872.0,0.0
285,122,58,1,87.55,0.1,False,True,True,0.1,87.55,78.795,78.795,0.0
286,122,184,1,278.4,0.2,False,True,True,0.2,278.4,222.72,222.72,0.0
287,122,84,-1,43.2,0.15,True,False,True,0.15,-43.2,-36.72,0.0,36.72
288,122,56,1,186.07,0.0,False,True,True,0.0,186.07,186.07,186.07,0.0
289,122,1,1,433.54,0.2,False,True,True,0.2,433.54,346.83200000000005,346.83200000000005,0.0
290,123,12,3,156.75,0.0,False,True,True,0.0,470.25,470.25,470.25,0.0
291,123,155,1,607.36,0.0,False,True,True,0.0,607.36,607.36,607.36,0.0
292,124,141,1,251.45,0.0,False,True,True,0.0,251.45,251.45,251.45,0.0
293,124,33,1,217.73,0.05,False,True,True,0.05,217.73,206.84349999999998,206.84349999999998,0.0
294,124,34,2,399.8,0.0,False,True,True,0.0,799.6,799.6,799.6,0.0
295,125,237,2,335.88,0.0,False,True,True,0.0,671.76,671.76,671.76,0.0
296,125,227,1,192.19,0.0,False,True,True,0.0,192.19,192.19,192.19,0.0
297,125,116,2,862.37,0.05,False,True,True,0.05,1724.74,1638.503,1638.503,0.0
298,125,193,3,351.11,0.0,False,True,True,0.0,1053.33,1053.33,1053.33,0.0
299,126,160,3,150.1,0.0,False,True,True,0.0,450.29999999999995,450.29999999999995,450.29999999999995,0.0
300,126,47,1,513.39,0.0,False,True,True,0.0,513.39,513.39,513.39,0.0
301,127,93,1,98.57,0.05,False,True,True,0.05,98.57,93.6415,93.6415,0.0
302,127,185,1,582.19,0.15,False,True,True,0.15,582.19,494.86150000000004,494.86150000000004,0.0
303,127,23,1,235.35,0.0,False,True,True,0.0,235.35,235.35,235.35,0.0
304,128,107,1,963.92,0.0,False,True,True,0.0,963.92,963.92,963.92,0.0
305,128,65,1,460.75,0.0,False,True,True,0.0,460.75,460.75,460.75,0.0
306,128,29,1,103.82,0.0,False,True,True,0.0,103.82,103.82,103.82,0.0
307,129,129,1,492.47,0.0,False,True,True,0.0,492.47,492.47,492.47,0.0
308,129,193,1,351.11,0.0,False,True,True,0.0,351.11,351.11,351.11,0.0
309,129,286,1,47.93,0.0,False,True,True,0.0,47.93,47.93,47.93,0.0
310,129,168,2,649.6,0.0,False,True,True,0.0,1299.2,1299.2,1299.2,0.0
311,129,160,1,150.1,0.1,False,True,True,0.1,150.1,135.09,135.09,0.0
312,130,158,2,282.03,0.2,False,True,True,0.2,564.06,451.248,451.248,0.0
313,130,260,2,619.66,0.0,False,True,True,0.0,1239.32,1239.32,1239.32,0.0
314,131,95,2,711.68,0.0,False,True,True,0.0,1423.36,1423.36,1423.36,0.0
315,131,56,1,186.07,0.0,False,True,True,0.0,186.07,186.07,186.07,0.0
316,131,118,3,611.17,0.0,False,True,True,0.0,1833.5099999999998,1833.5099999999998,1833.5099999999998,0.0
317,131,218,1,127.17,0.0,False,True,True,0.0,127.17,127.17,127.17,0.0
318,132,243,1,746.93,0.0,False,True,True,0.0,746.93,746.93,746.93,0.0
319,132,35,1,425.48,0.0,False,True,True,0.0,425.48,425.48,425.48,0.0
