session_id,customer_id,session_date,device,duration_minutes,pages_viewed
326,951,2023-12-20 19:44:08,tablet,3.44,7
327,320,2024-07-13 07:13:05,mobile,2.66,5
328,1076,2023-09-05 20:06:48,mobile,11.3,7
329,828,2024-05-02 13:47:20,mobile,1.03,4
330,1232,2024-07-10 18:12:54,desktop,7.78,3
331,92,2023-05-18 22:34:04,mobile,6.91,2
332,1508,2024-03-04 10:26:58,mobile,1.56,4
333,2064,2023-10-13 12:19:38,tablet,0.36,10
334,1255,2024-06-26 21:22:01,desktop,1.84,6
335,1276,2024-01-13 12:28:24,tablet,10.47,3
336,444,2023-07-18 21:26:36,mobile,10.08,5
337,590,2023-02-24 07:31:58,tablet,4.09,7
338,269,2024-07-04 21:57:06,desktop,5.54,5
339,1855,2023-09-29 17:13:12,desktop,8.92,9
340,1090,2024-10-02 18:16:56,desktop,2.87,7
341,1813,2023-10-11 10:25:19,mobile,4.92,1
342,1638,2023-08-08 07:02:58,mobile,3.04,5
343,1004,2024-11-13 20:13:20,desktop,6.84,11
344,1157,2024-01-17 06:29:54,desktop,0.58,10
345,131,2023-08-01 15:07:16,desktop,6.88,8
346,1155,2024-05-22 12:11:56,tablet,5.55,7
347,1223,2023-07-22 07:28:18,tablet,4.01,6
348,887,2023-11-15 23:06:25,mobile,14.67,1
349,920,2023-12-20 09:19:18,tablet,4.49,9
350,323,2024-07-01 06:59:32,tablet,0.2,5
351,25,2023-06-16 15:46:38,mobile,4.97,7
352,1849,2023-02-05 06:56:30,tablet,6.74,1
353,2430,2024-02-29 10:17:51,tablet,4.5,8
354,2343,2023-02-15 20:12:26,tablet,3.7,4
355,618,2024-08-27 17:40:06,desktop,13.9,7
356,1062,2023-02-19 01:43:31,tablet,12.02,1
357,1600,2024-01-29 06:50:25,tablet,2.05,5
358,429,2023-04-16 04:05:19,desktop,1.88,4
359,795,2023-06-14 22:02:27,tablet,8.93,1
360,1021,2024-08-13 09:16:21,desktop,5.05,1
361,2148,2023-02-12 21:55:06,tablet,10.83,3
362,1073,2023-06-02 23:15:31,tablet,1.68,3
363,1514,2023-12-02 19:32:52,mobile,3.35,5
364,1447,2024-10-04 18:10:41,tablet,9.86,1
365,502,2023-06-18 15:30:21,mobile,4.42,6
366,1394,2023-05-20 01:25:08,desktop,8.03,3
367,2231,2023-07-18 03:35:30,mobile,9.11,4
368,764,2024-04-16 11:52:02,tablet,9.44,4
369,1575,2024-11-28 21:28:40,desktop,4.66,4
370,2133,2023-01-13 10:29:57,desktop,11.22,5
371,1156,2023-03-25 13:04:44,tablet,8.11,5
372,2316,2023-01-26 22:21:16,tablet,11.36,6
373,633,2024-09-29 20:40:25,tablet,7.03,8
374,2014,2024-08-11 10:36:20,desktop,3.99,8
375,2003,2023-07-30 04:08:41,mobile,11.04,1
376,1472,2023-10-05 17:47:15,mobile,12.79,10
377,715,2024-10-24 22:23:12,mobile,13.85,7
378,61,2024-09-07 00:15:48,desktop,3.25,4
379,2197,2024-06-28 13:23:06,tablet,3.18,5
380,1216,2024-03-14 17:55:29,tablet,3.26,5
381,92,2023-06-02 12:25:44,mobile,5.83,7
382,2432,2023-02-27 01:32:19,tablet,2.9,1
383,1201,2023-11-27 14:38:24,mobile,9.38,3
384,1651,2024-12-22 02:36:37,mobile,7.63,6
385,1580,2024-05-05 20:58:23,mobile,7.4,4
386,705,2024-12-30 21:22:27,mobile,8.78,1
387,1733,2024-12-04 07:41:40,desktop,4.86,5
388,1537,2024-11-06 23:27:50,desktop,13.09,7
389,192,2024-02-07 01:26:42,mobile,12.39,14
390,1925,2024-03-14 00:20:03,mobile,1.09,11
391,768,2024-12-14 10:14:05,mobile,9.07,1
392,2424,2024-08-29 07:17:32,tablet,4.45,6
393,1135,2023-02-14 20:43:50,mobile,6.01,4
394,1897,2023-10-09 09:07:44,mobile,0.74,1
395,1135,2024-11-28 21:43:57,desktop,6.22,6
396,670,2024-10-29 12:27:49,desktop,0.2,5
397,1087,2023-02-19 16:07:56,mobile,10.51,1
398,2376,2023-04-02 05:56:54,mobile,2.68,2
399,2406,2024-02-21 10:36:51,tablet,4.48,2
400,1733,2023-03-13 12:30:32,mobile,7.52,6
401,530,2023-04-14 19:07:40,tablet,7.74,6
402,2394,2024-09-11 20:20:25,mobile,9.4,5
403,2170,2023-02-12 01:23:27,desktop,3.84,5
404,1859,2024-01-07 10:29:29,desktop,3.25,7
405,975,2024-09-12 17:19:15,desktop,4.72,10
406,148,2024-11-06 19:06:42,mobile,7.74,2
407,2482,2024-01-26 20:21:29,desktop,3.23,5
408,330,2023-04-08 02:18:05,mobile,0.2,12
409,2214,2024-07-24 15:01:52,tablet,0.2,4
410,1546,2024-01-25 13:38:49,desktop,3.08,7
411,820,2024-03-22 20:54:21,tablet,3.83,2
412,205,2023-05-31 10:46:36,tablet,10.2,6
413,1795,2024-07-11 18:33:43,mobile,5.85,5
414,1090,2024-07-28 07:47:43,tablet,9.35,9
415,2135,2024-04-14 06:05:32,mobile,1.92,3
416,1260,2023-09-17 22:22:42,tablet,7.77,6
417,541,2024-11-06 08:20:22,tablet,3.22,5
418,1716,2023-08-09 11:50:11,tablet,3.5,2
419,387,2024-12-02 10:17:03,tablet,5.44,1
420,764,2023-08-01 09:18:15,mobile,5.8,1
421,1631,2024-05-08 21:35:24,desktop,7.42,5
422,286,2023-02-07 11:41:08,mobile,0.2,5
423,930,2024-01-25 06:09:33,desktop,1.85,1
424,533,2023-11-19 02:50:28,mobile,2.8,7
425,1761,2024-03-16 19:30:15,tablet,10.19,5
426,1008,2023-12-26 04:11:42,mobile,12.84,8
427,345,2024-03-23 00:41:58,tablet,3.83,6
428,1589,2024-06-02 06:16:16,tablet,4.87,3
429,1961,2023-02-14 13:01:18,tablet,6.99,5
430,739,2023-03-01 13:05:43,desktop,11.35,4
431,694,2024-11-26 02:48:59,desktop,7.09,5
432,1563,2024-06-12 09:09:40,mobile,4.49,7
433,722,2023-11-30 21:22:54,desktop,3.69,7
434,770,2024-01-03 19:20:48,tablet,4.86,6
435,1301,2024-09-03 04:01:11,mobile,2.0,4
436,736,2023-05-18 09:23:12,tablet,9.17,8
437,1212,2024-03-16 13:49:30,desktop,5.29,3
438,1087,2023-04-27 00:00:03,tablet,0.69,3
439,899,2023-08-11 02:44:22,mobile,6.96,5
440,491,2023-10-01 22:01:57,tablet,10.02,3
441,1446,2023-08-15 12:34:49,desktop,9.66,7
442,1098,2024-01-05 13:36:21,tablet,0.2,8
443,1602,2023-03-04 09:19:26,tablet,9.02,7
444,239,2023-09-18 21:37:09,desktop,4.63,3
445,1233,2024-12-22 09:18:45,mobile,12.66,4
446,1234,2023-10-16 20:11:19,tablet,0.2,5
447,1899,2024-09-15 11:04:22,mobile,8.34,2
448,2013,2023-05-11 12:46:47,mobile,12.05,4
449,1843,2024-01-15 08:45:38,mobile,0.46,8
450,175,2023-12-07 00:06:15,mobile,9.08,5
451,974,2024-08-12 18:03:54,tablet,5.94,8
452,1382,2024-07-26 22:18:55,tablet,0.2,9
453,193,2023-03-17 10:40:41,mobile,7.54,6
454,1730,2024-12-18 02:25:49,tablet,7.83,7
455,1860,2023-07-18 11:02:43,desktop,10.63,3
456,684,2023-02-13 07:43:58,desktop,0.27,1
457,1722,2023-08-09 09:43:28,desktop,2.14,7
458,2473,2024-02-27 00:41:54,desktop,10.88,1
459,75,2024-09-08 21:54:49,tablet,0.78,7
460,961,2023-02-28 16:54:21,desktop,0.2,4
461,1964,2024-11-02 19:23:26,tablet,1.7,1
462,320,2023-10-30 17:40:20,mobile,0.2,9
463,1659,2024-04-30 16:03:54,desktop,14.4,7
464,430,2023-09-01 01:05:53,tablet,3.29,3
465,1136,2023-01-28 05:36:43,tablet,7.4,1
466,55,2024-01-14 03:29:43,desktop,4.17,10
467,1188,2023-01-23 09:45:08,mobile,9.19,1
468,1333,2023-03-31 07:24:30,desktop,13.19,6
469,803,2023-12-05 13:27:43,desktop,9.46,11
470,749,2024-09-27 13:21:04,tablet,2.07,6
471,2252,2024-06-05 08:14:38,desktop,3.94,3
472,377,2024-03-19 07:29:51,mobile,4.97,8
473,438,2024-06-13 15:55:27,desktop,3.55,7
474,2392,2023-02-25 10:10:42,desktop,5.78,1
475,1674,2023-09-09 17:46:31,tablet,2.06,6
476,836,2024-09-22 10:56:29,mobile,7.47,7
477,137,2024-06-28 07:20:57,desktop,11.17,6
478,1002,2023-10-04 00:15:22,tablet,5.01,5
479,1954,2023-11-19 13:52:25,mobile,6.82,3
480,1059,2024-05-05 10:57:04,tablet,10.75,2
481,1522,2023-03-01 13:20:39,tablet,7.13,4
482,2444,2024-04-29 20:26:01,mobile,11.6,5
483,555,2023-01-24 21:13:20,tablet,0.64,6
484,847,2023-12-02 12:17:54,tablet,8.05,5
485,1466,2023-02-05 14:48:00,desktop,0.2,5
486,294,2024-05-11 01:02:00,mobile,13.09,9
487,2157,2024-11-02 23:22:39,mobile,5.31,5
488,1586,2024-06-24 22:30:01,tablet,3.56,1
489,828,2023-07-19 09:35:54,mobile,7.94,2
490,810,2024-08-17 19:31:00,tablet,3.94,2
491,167,2023-12-30 12:10:16,tablet,7.6,8
492,146,2023-05-29 00:57:32,tablet,9.61,1
493,358,2024-11-26 08:17:38,desktop,11.6,8
494,708,2024-10-30 12:03:08,tablet,2.43,9
495,1721,2024-06-17 18:20:32,tablet,1.99,1
496,626,2024-04-04 06:45:24,mobile,8.77,3
497,2435,2023-05-18 01:30:45,desktop,5.55,1
498,360,2023-08-25 22:35:30,tablet,3.76,7
499,661,2023-08-07 19:27:42,tablet,4.54,2
500,1715,2023-09-19 08:57:38,mobile,10.54,5
501,726,2023-06-21 03:08:52,desktop,3.79,2
502,951,2024-12-26 11:57:05,mobile,16.56,4
503,1377,2023-07-03 21:51:59,tablet,11.23,2
504,1759,2023-01-13 14:43:02,tablet,4.5,5
505,1224,2024-02-10 03:59:45,mobile,5.95,5
