customer_id,last_order_date,frequency,monetary,recency,R,F,M,rfm_score,rfm_segment
288,2024-11-13 21:03:01,3,2843.438,49,5,4,4,13,Champions
290,2024-11-16 03:17:48,2,10354.628,46,5,2,5,12,Potential
291,2024-12-30 13:20:07,2,3327.126,2,5,2,4,11,Potential
292,2024-02-13 09:21:46,2,1494.65,323,2,2,2,6,Hibernating
293,2024-11-22 10:08:50,4,3034.6670000000004,40,5,5,4,14,Champions
294,2024-07-12 10:30:46,1,2957.3799999999997,173,3,1,4,8,Potential
295,2022-12-22 11:39:49,4,6600.992,741,1,5,5,11,At Risk
296,2022-09-29 16:21:23,3,5238.7695,825,1,4,5,10,At Risk
297,2022-11-26 08:43:39,1,-773.71,767,1,1,1,3,Hibernating
298,2024-01-29 06:11:05,2,38003.024,338,2,2,5,9,Hibernating
299,2024-06-21 19:53:35,1,2516.143,194,3,1,3,7,Potential
300,2024-11-20 23:02:01,3,1982.87,42,5,4,3,12,Loyal
302,2024-05-23 23:52:11,3,1782.9450000000002,223,3,4,3,10,Potential
303,2022-05-03 07:51:25,1,346.78,974,1,1,1,3,Hibernating
304,2024-07-23 10:26:14,2,1596.9099999999999,162,3,2,2,7,Potential
305,2024-08-09 00:01:07,2,1485.86,145,4,2,2,8,Potential
306,2023-01-14 11:17:52,2,5119.621,718,1,2,5,8,Hibernating
307,2024-07-02 08:23:16,5,2074.7145,183,3,5,3,11,Potential
309,2023-11-10 01:34:40,4,5497.467000000001,418,2,5,5,12,At Risk
310,2024-11-27 09:34:08,3,2600.427,35,5,4,3,12,Loyal
311,2024-07-22 11:21:09,2,3996.165,163,3,2,4,9,Potential
313,2024-11-05 09:05:58,2,1101.31,57,5,2,2,9,Potential
314,2024-05-29 16:05:24,2,2811.95,217,3,2,4,9,Potential
315,2022-04-13 01:55:27,1,9349.488,994,1,1,5,7,Hibernating
316,2024-11-17 03:25:26,3,4222.8,45,5,4,5,14,Champions
317,2024-01-26 11:10:07,1,574.46,341,2,1,1,4,Hibernating
319,2024-02-09 07:17:26,2,3043.89,327,2,2,4,8,Hibernating
320,2022-12-26 06:17:30,1,400.8335,737,1,1,1,3,Hibernating
323,2022-03-24 11:53:10,1,1317.7855,1014,1,1,2,4,Hibernating
324,2024-09-03 22:11:26,3,1594.814,120,4,4,2,10,Loyal
325,2024-12-28 06:05:42,6,5667.659,4,5,5,5,15,Champions
326,2024-05-15 03:13:58,2,2328.942,231,3,2,3,8,Potential
327,2022-12-01 07:19:18,2,1621.276,762,1,2,2,5,Hibernating
328,2024-08-25 08:36:16,3,4299.982,129,4,4,5,13,Champions
329,2023-09-25 09:40:54,3,4908.095,464,2,4,5,11,At Risk
330,2024-04-26 22:25:04,1,2602.951,250,3,1,3,7,Potential
332,2024-04-02 10:25:16,2,1574.05,274,3,2,2,7,Potential
333,2024-12-30 06:18:19,3,1710.6100000000001,2,5,4,3,12,Loyal
334,2024-11-29 17:04:42,3,2823.44,33,5,4,4,13,Champions
335,2022-06-24 07:23:16,2,973.3,922,1,2,2,5,Hibernating
336,2024-06-24 08:32:08,2,1243.67,191,3,2,2,7,Potential
337,2024-12-02 17:31:13,1,1878.6599999999999,30,5,1,3,9,Potential
339,2024-04-17 16:45:17,2,1821.771,259,3,2,3,8,Potential
341,2024-12-20 19:01:31,4,5143.099999999999,12,5,5,5,15,Champions
342,2022-06-15 14:33:37,2,839.0799999999999,931,1,2,1,4,Hibernating
343,2023-02-20 08:15:33,1,1719.498,681,1,1,3,5,Hibernating
344,2024-12-05 07:50:41,3,1661.4699999999998,27,5,4,2,11,Loyal
345,2024-03-31 07:46:27,4,4397.994500000001,276,3,5,5,13,Potential
346,2023-12-23 00:58:55,2,1015.0,375,2,2,2,6,Hibernating
347,2024-02-18 09:35:59,3,2889.6555,318,2,4,4,10,At Risk
348,2022-06-02 02:25:46,1,650.2219999999999,944,1,1,1,3,Hibernating
349,2024-04-27 19:34:19,2,3127.172,249,3,2,4,9,Potential
350,2024-05-07 14:55:06,3,13888.11,239,3,4,5,12,Potential
351,2023-12-09 07:06:31,1,546.74,389,2,1,1,4,Hibernating
352,2024-11-09 10:57:03,2,3112.122,53,5,2,4,11,Potential
353,2024-03-19 06:47:00,3,2800.9655000000002,288,3,4,4,11,Potential
354,2024-10-11 04:13:25,7,6321.094,82,4,5,5,14,Champions
355,2024-05-07 15:05:30,2,5968.605,239,3,2,5,10,Potential
356,2024-02-02 00:46:51,2,852.4159999999999,334,2,2,1,5,Hibernating
357,2024-07-14 07:02:38,2,2269.652,171,3,2,3,8,Potential
358,2024-10-30 20:37:34,2,2488.7400000000002,63,5,2,3,10,Potential
360,2024-09-17 11:10:30,4,5877.701,106,4,5,5,14,Champions
362,2024-03-10 06:27:41,5,8100.025,297,3,5,5,13,Potential
363,2023-12-26 11:40:01,2,2948.7219999999998,372,2,2,4,8,Hibernating
364,2023-04-04 18:46:58,1,222.76,638,1,1,1,3,Hibernating
365,2024-11-29 23:38:49,3,1473.2195,33,5,4,2,11,Loyal
366,2024-01-27 06:24:17,2,1858.1909999999998,340,2,2,3,7,Hibernating
368,2023-10-30 02:41:42,3,1907.3365000000001,429,2,4,3,9,At Risk
370,2024-06-18 16:30:50,3,2279.3215,197,3,4,3,10,Potential
371,2023-12-11 09:48:31,1,7041.4,387,2,1,5,8,Hibernating
373,2024-10-22 19:26:07,3,2657.773,71,5,4,4,13,Champions
374,2023-05-27 09:55:28,1,57.85,585,1,1,1,3,Hibernating
375,2024-02-09 21:34:10,3,841.034,327,2,4,1,7,Potential
376,2022-04-24 00:56:14,1,1512.03,983,1,1,2,4,Hibernating
380,2023-08-01 08:05:44,1,599.32,519,2,1,1,4,Hibernating
381,2023-01-20 08:40:41,2,2004.087,712,1,2,3,6,Hibernating
382,2023-03-01 09:20:33,2,1523.763,672,1,2,2,5,Hibernating
383,2024-12-13 11:52:56,3,1460.934,19,5,4,2,11,Loyal
384,2024-12-09 17:53:31,2,1276.52,23,5,2,2,9,Potential
385,2024-10-17 13:33:04,2,1331.6019999999999,76,4,2,2,8,Potential
386,2022-05-30 04:18:02,1,510.705,947,1,1,1,3,Hibernating
387,2024-11-04 11:26:32,4,3434.5125,58,5,5,4,14,Champions
388,2022-09-10 18:33:47,2,896.4075,844,1,2,2,5,Hibernating
389,2024-10-24 13:07:35,2,1122.1709999999998,69,5,2,2,9,Potential
390,2023-09-13 10:17:17,2,1111.691,476,2,2,2,6,Hibernating
391,2024-11-07 15:41:23,3,2557.2960000000003,55,5,4,3,12,Loyal
392,2022-11-03 08:42:29,2,4296.8615,790,1,2,5,8,Hibernating
393,2023-09-06 22:52:39,3,1389.9235,483,2,4,2,8,Potential
394,2023-12-15 07:13:04,1,1948.78,383,2,1,3,6,Hibernating
396,2024-04-08 07:51:15,4,2196.757,268,3,5,3,11,Potential
397,2024-09-10 15:12:31,1,1598.1899999999998,113,4,1,2,7,Potential
398,2024-08-23 02:16:33,2,1943.6184999999998,131,4,2,3,9,Potential
400,2024-05-15 05:31:49,5,5474.891,231,3,5,5,13,Potential
401,2023-10-06 14:04:08,1,1277.44,453,2,1,2,5,Hibernating
402,2024-07-23 04:33:35,1,108.7,162,3,1,1,5,Potential
403,2023-07-05 02:08:42,1,695.388,546,1,1,1,3,Hibernating
404,2024-09-08 20:39:58,1,613.83,115,4,1,1,6,Potential
405,2024-10-04 03:26:57,5,4798.8585,89,4,5,5,14,Champions
406,2024-02-10 19:43:00,3,2750.9339999999997,326,2,4,4,10,At Risk
407,2024-10-11 04:19:55,3,2896.67,82,4,4,4,12,Champions
408,2024-05-05 03:43:32,2,2787.1285,241,3,2,4,9,Potential
409,2024-07-02 23:52:48,2,1578.52,183,3,2,2,7,Potential
410,2024-12-31 19:23:32,2,37608.97,1,5,2,5,12,Potential
411,2024-03-28 10:15:27,1,1187.21,279,3,1,2,6,Potential
412,2024-07-18 01:46:14,2,1306.952,167,3,2,2,7,Potential
413,2024-07-31 10:20:44,2,2417.3955,154,4,2,3,9,Potential
414,2023-10-27 15:28:23,2,9087.475,432,2,2,5,9,Hibernating
416,2023-11-19 22:40:24,3,3308.7015,409,2,4,4,10,At Risk
417,2024-10-18 08:10:45,3,3067.3720000000003,75,4,4,4,12,Champions
419,2024-09-15 12:33:15,1,1426.6060000000002,108,4,1,2,7,Potential
420,2024-11-23 18:55:53,3,4106.954000000001,39,5,4,5,14,Champions
421,2022-09-18 12:39:45,1,717.338,836,1,1,1,3,Hibernating
422,2024-01-01 17:39:28,2,1667.239,366,2,2,3,7,Hibernating
