product_id,product_name,recommended_product_id,recommended_product_name,similarity,rank
22,Scientist Smartphone,168,Wait Camping,0.11454053224818188,5
23,Cost Headphone,162,Do Team Sport,0.12838814775327387,1
23,Cost Headphone,144,Almost Women,0.11268723396380219,2
23,Cost Headphone,18,Rest Camera,0.10694815798662463,3
23,Cost Headphone,275,Culture Children,0.10079052613579392,4
23,Cost Headphone,19,Improve Smartphone,0.09304842103984708,5
24,Concern Headphone,198,Later Cycling,0.12189967594728437,1
24,Concern Headphone,251,College Fiction,0.11776030079682895,2
24,Concern Headphone,178,Rich Cycling,0.11274690420042435,3
24,Concern Headphone,195,After Fitnes,0.10423454980627082,4
24,Concern Headphone,188,Involve Fitnes,0.10253177800548209,5
25,Protect Headphone,120,Society Kid,0.13864213697584937,1
25,Protect Headphone,279,Scientist Non-Fiction,0.1294207214671282,2
25,Protect Headphone,199,Yes Fitnes,0.12172864805778011,3
25,Protect Headphone,77,What Furniture,0.09437415927908362,4
25,Protect Headphone,9,Right Laptop,0.09043156884067047,5
26,Agent Laptop,47,Central Camera,0.1386750490563073,1
26,Agent Laptop,243,Son Personal Care,0.10650160840378231,2
26,Agent Laptop,111,Situation Men,0.10629880069054679,3
26,Agent Laptop,175,Either Fitnes,0.08505172717997146,4
26,Agent Laptop,144,Almost Women,0.08114408259335795,5
27,Into Laptop,249,Across Skincare,0.12209353913347197,1
27,Into Laptop,241,Low Personal Care,0.11145564251507058,2
27,Into Laptop,21,Right Camera,0.10272767854485403,3
27,Into Laptop,259,Hundred Fiction,0.09890707100936806,4
27,Into Laptop,126,Field Men,0.0929070156392251,5
28,Series Accessorie,101,Cut Women,0.146076181461269,1
28,Series Accessorie,231,Food Personal Care,0.1080735149937978,2
28,Series Accessorie,158,Produce Cycling,0.09655402033694294,3
28,Series Accessorie,49,Left Laptop,0.09220953321680173,4
28,Series Accessorie,45,Beautiful Camera,0.08334137204780082,5
29,Pressure Accessorie,196,Information Cycling,0.1177703825827981,1
29,Pressure Accessorie,32,East Smartphone,0.10660035817780521,2
29,Pressure Accessorie,222,Car Supplement,0.10614897848685505,3
29,Pressure Accessorie,272,Pass Children,0.10112997936948631,4
29,Pressure Accessorie,73,Travel Appliance,0.09914684607882715,5
30,Hospital Laptop,41,Rest Smartphone,0.11025309741262974,1
30,Hospital Laptop,286,Give Non-Fiction,0.10452419135052178,2
30,Hospital Laptop,39,Yeah Laptop,0.09091952763387234,3
30,Hospital Laptop,242,Huge Personal Care,0.09052060501957755,4
30,Hospital Laptop,251,College Fiction,0.087261719067456,5
31,Wide Laptop,96,Mind Decor,0.09007546982220897,1
31,Wide Laptop,72,Difficult Cookware,0.0831890330807703,2
31,Wide Laptop,247,Good Haircare,0.07231015260621872,3
31,Wide Laptop,238,Able Haircare,0.06467616667635545,4
31,Wide Laptop,77,What Furniture,0.06127555276542501,5
32,East Smartphone,29,Pressure Accessorie,0.10660035817780521,1
32,East Smartphone,168,Wait Camping,0.0960999960208596,2
32,East Smartphone,18,Rest Camera,0.09249945801257606,3
32,East Smartphone,273,Ask Children,0.08342797655898933,4
32,East Smartphone,141,Happen Men,0.08273403039920306,5
33,Forward Accessorie,257,Minute Children,0.18067900652188357,1
33,Forward Accessorie,229,Thus Skincare,0.1377945636523876,2
33,Forward Accessorie,101,Cut Women,0.10921513389750193,3
33,Forward Accessorie,259,Hundred Fiction,0.10673521004472301,4
33,Forward Accessorie,147,Later Women,0.10443956084314285,5
34,Television Laptop,173,Soon Fitnes,0.11628693150774139,1
34,Television Laptop,131,Spring Kid,0.11295873232409888,2
34,Television Laptop,161,Between Fitnes,0.1099607062497469,3
34,Television Laptop,165,Up Cycling,0.10401019349846874,4
34,Television Laptop,253,Happen Fiction,0.0947160186768878,5
35,Wide Camera,159,Positive Camping,0.11191274207850656,1
35,Wide Camera,103,Carry Women,0.10740432270821093,2
35,Wide Camera,218,Month Supplement,0.10345073607529598,3
35,Wide Camera,11,Change Smartphone,0.07639900276564786,4
35,Wide Camera,173,Soon Fitnes,0.07616936893463197,5
36,Work Smartphone,223,Sense Supplement,0.12909944487358055,1
36,Work Smartphone,128,Pretty Kid,0.10706067580626215,2
36,Work Smartphone,181,Choice Team Sport,0.1001958865736239,3
36,Work Smartphone,24,Concern Headphone,0.09019752336033945,4
36,Work Smartphone,144,Almost Women,0.08606629658238703,5
37,Executive Laptop,260,Form Media,0.1160517706371319,1
37,Executive Laptop,219,Example Supplement,0.1147078669352809,2
37,Executive Laptop,295,Among Media,0.11226255234242724,3
37,Executive Laptop,264,Include Non-Fiction,0.10526899013331488,4
37,Executive Laptop,12,Get Smartphone,0.09078412990032038,5
38,Say Camera,191,Yeah Camping,0.10425720702853739,1
38,Say Camera,203,Officer Skincare,0.08959216401473295,2
38,Say Camera,201,When Supplement,0.08759357437106756,3
38,Say Camera,262,Case Media,0.08600780775702332,4
38,Say Camera,114,History Kid,0.08512565307587487,5
39,Yeah Laptop,148,Answer Women,0.13382992102364116,1
39,Yeah Laptop,194,Quickly Fitnes,0.12513755582813493,2
39,Yeah Laptop,267,Born Fiction,0.1192602307304886,3
39,Yeah Laptop,62,Key Furniture,0.10663823359494556,4
39,Yeah Laptop,90,Group Furniture,0.10134704989563607,5
40,Because Laptop,104,Major Men,0.143921727864275,1
40,Because Laptop,124,Act Kid,0.11740274126621313,2
40,Because Laptop,184,Important Cycling,0.09413160730419345,3
40,Because Laptop,115,Quickly Footwear,0.09186304243492507,4
40,Because Laptop,21,Right Camera,0.08868656394326552,5
41,Rest Smartphone,286,Give Non-Fiction,0.14713826488260678,1
41,Rest Smartphone,165,Up Cycling,0.12126781251816647,2
41,Rest Smartphone,30,Hospital Laptop,0.11025309741262974,3
41,Rest Smartphone,5,Yeah Smartphone,0.1015346165133619,4
41,Rest Smartphone,277,Your Non-Fiction,0.08108893879997352,5
42,Cost Camera,126,Field Men,0.158550498051498,1
42,Cost Camera,192,Participant Camping,0.114022293537793,2
42,Cost Camera,218,Month Supplement,0.11322770341445956,3
42,Cost Camera,86,Less Decor,0.08062593696701649,4
42,Cost Camera,44,Walk Camera,0.07073278556897407,5
43,A Laptop,62,Key Furniture,0.11415291512216424,1
43,A Laptop,220,Run Skincare,0.09930363822093967,2
43,A Laptop,84,Per Cookware,0.09589940926145843,3
43,A Laptop,71,Green Furniture,0.0853024458999112,4
43,A Laptop,7,Beyond Accessorie,0.08108108108108109,5
44,Walk Camera,76,Cover Furniture,0.17718902973207712,1
44,Walk Camera,292,Store Fiction,0.116325292485775,2
44,Walk Camera,284,Do Fiction,0.10655552101149876,3
44,Walk Camera,72,Difficult Cookware,0.08747480336813909,4
44,Walk Camera,204,Artist Supplement,0.08335696394016966,5
45,Beautiful Camera,60,Coach Furniture,0.13352336846748283,1
45,Beautiful Camera,101,Cut Women,0.09874620280149499,2
45,Beautiful Camera,158,Produce Cycling,0.0979044918012804,3
45,Beautiful Camera,180,Grow Team Sport,0.09431584242294394,4
45,Beautiful Camera,62,Key Furniture,0.09064194636764236,5
46,Reflect Laptop,226,Recognize Skincare,0.13762047064079508,1
46,Reflect Laptop,128,Pretty Kid,0.09782319760890369,2
46,Reflect Laptop,17,Light Laptop,0.0961508829696314,3
46,Reflect Laptop,62,Key Furniture,0.09401267913629437,4
46,Reflect Laptop,74,Serve Appliance,0.08887142532082946,5
47,Central Camera,26,Agent Laptop,0.1386750490563073,1
47,Central Camera,111,Situation Men,0.11792793120310564,2
47,Central Camera,76,Cover Furniture,0.08257978997938135,3
47,Central Camera,250,Discover Haircare,0.07643467149674923,4
47,Central Camera,188,Involve Fitnes,0.07643467149674922,5
48,Court Camera,75,Wonder Decor,0.11776171839153225,1
48,Court Camera,80,Success Furniture,0.11776171839153225,2
48,Court Camera,132,Set Men,0.10304150359259072,3
48,Court Camera,294,Owner Non-Fiction,0.09859154929577463,4
48,Court Camera,250,Discover Haircare,0.09346635792723798,5
49,Left Laptop,101,Cut Women,0.18208926018230742,1
49,Left Laptop,213,Star Supplement,0.14590347999625503,2
49,Left Laptop,211,Everyone Skincare,0.11530202747786723,3
49,Left Laptop,231,Food Personal Care,0.10777404608287845,4
49,Left Laptop,238,Able Haircare,0.10613372610104645,5
50,Wear Headphone,114,History Kid,0.12171612389003691,1
50,Wear Headphone,82,Rich Furniture,0.11136920927794088,2
50,Wear Headphone,86,Less Decor,0.09750406275392387,3
50,Wear Headphone,57,Try Cookware,0.08885233166386383,4
50,Wear Headphone,95,They Appliance,0.08304547985373996,5
51,Former Cookware,198,Later Cycling,0.13252300302011577,1
51,Former Cookware,148,Answer Women,0.10336227882434036,2
51,Former Cookware,290,Administration Children,0.10003126465607105,3
51,Former Cookware,80,Success Furniture,0.09830917698810675,4
51,Former Cookware,283,Strategy Children,0.08439494725697222,5
52,Still Cookware,93,Fear Appliance,0.11959348005979772,1
52,Still Cookware,161,Between Fitnes,0.10811249552346706,2
52,Still Cookware,153,Feel Cycling,0.10709591052033318,3
52,Still Cookware,260,Form Media,0.08475223015516375,4
52,Still Cookware,14,Find Headphone,0.08451542547285167,5
53,Student Decor,252,Property Non-Fiction,0.17868542247296582,1
53,Student Decor,110,Section Footwear,0.16882255653392897,2
53,Student Decor,138,By Kid,0.14680505487867587,3
53,Student Decor,249,Across Skincare,0.1281419574064149,4
53,Student Decor,237,Against Skincare,0.12526608641625303,5
54,We Decor,152,Soon Camping,0.1695158759052026,1
54,We Decor,104,Major Men,0.12385842357671556,2
54,We Decor,220,Run Skincare,0.12253577034896797,3
54,We Decor,219,Example Supplement,0.10259783520851541,4
54,We Decor,40,Because Laptop,0.08714893406611901,5
55,Others Cookware,111,Situation Men,0.13227206582864903,1
55,Others Cookware,90,Group Furniture,0.13169299692382677,2
55,Others Cookware,157,First Camping,0.12513694346387128,3
55,Others Cookware,24,Concern Headphone,0.09920404937148677,4
55,Others Cookware,173,Soon Fitnes,0.0964256849261258,5
56,Heavy Appliance,195,After Fitnes,0.1576833055970887,1
56,Heavy Appliance,174,Social Cycling,0.1077284357109812,2
56,Heavy Appliance,154,Attack Cycling,0.07519009528967117,3
56,Heavy Appliance,137,Particular Kid,0.06827887419989188,4
56,Heavy Appliance,284,Do Fiction,0.06598396520540799,5
57,Try Cookware,182,Answer Fitnes,0.11842105263157893,1
57,Try Cookware,102,Three Women,0.10036938356837076,2
57,Try Cookware,50,Wear Headphone,0.08885233166386383,3
57,Try Cookware,271,Create Children,0.08885233166386383,4
57,Try Cookware,168,Wait Camping,0.08671099695241198,5
58,Artist Appliance,260,Form Media,0.12784055442011863,1
58,Artist Appliance,215,Want Supplement,0.1263208002491397,2
58,Artist Appliance,134,Democrat Kid,0.1177835511279211,3
58,Artist Appliance,21,Right Camera,0.11488916405585826,4
58,Artist Appliance,286,Give Non-Fiction,0.11484787414830522,5
59,Action Furniture,103,Carry Women,0.12154742509255277,1
59,Action Furniture,175,Either Fitnes,0.11589658124319134,2
59,Action Furniture,177,Hour Camping,0.10301918332728119,3
59,Action Furniture,65,Scene Appliance,0.10259783520851541,4
59,Action Furniture,286,Give Non-Fiction,0.09567297464698798,5
60,Coach Furniture,45,Beautiful Camera,0.13352336846748283,1
60,Coach Furniture,243,Son Personal Care,0.11320978622099122,2
60,Coach Furniture,180,Grow Team Sport,0.10431507305232363,3
60,Coach Furniture,249,Across Skincare,0.09881760281284971,4
60,Coach Furniture,110,Section Footwear,0.09643610579365919,5
61,Trade Appliance,135,Road Women,0.10952739918170662,1
61,Trade Appliance,179,Our Camping,0.09811049102515929,2
61,Trade Appliance,116,Ahead Men,0.09219864597038362,3
61,Trade Appliance,188,Involve Fitnes,0.09102409296760598,4
61,Trade Appliance,152,Soon Camping,0.08852677897456387,5
62,Key Furniture,273,Ask Children,0.1636634176769943,1
62,Key Furniture,4,Movement Headphone,0.1346301159669267,2
62,Key Furniture,43,A Laptop,0.11415291512216424,3
62,Key Furniture,148,Answer Women,0.10956262252231941,4
62,Key Furniture,39,Yeah Laptop,0.10663823359494556,5
63,Song Appliance,137,Particular Kid,0.09944903161976938,1
63,Song Appliance,117,White Men,0.09792364931869324,2
63,Song Appliance,14,Find Headphone,0.09583148474999098,3
63,Song Appliance,170,Offer Team Sport,0.09239364353597955,4
63,Song Appliance,299,Know Non-Fiction,0.07688517444384894,5
64,Task Appliance,103,Carry Women,0.14250148136876245,1
64,Task Appliance,134,Democrat Kid,0.09860019795028208,2
64,Task Appliance,201,When Supplement,0.09684700453858312,3
64,Task Appliance,149,Move Kid,0.0941183707707238,4
64,Task Appliance,220,Run Skincare,0.09264656785948655,5
65,Scene Appliance,213,Star Supplement,0.11736911946539275,1
65,Scene Appliance,104,Major Men,0.11009637651263604,2
65,Scene Appliance,146,Difficult Women,0.10432810619146021,3
65,Scene Appliance,59,Action Furniture,0.10259783520851541,4
65,Scene Appliance,215,Want Supplement,0.09467621366623016,5
66,Wide Cookware,121,Themselves Footwear,0.1500468969841066,1
66,Wide Cookware,245,Throughout Personal Care,0.12622336052697322,2
66,Wide Cookware,207,Impact Haircare,0.10828702045605249,3
66,Wide Cookware,163,Ready Cycling,0.08934350362952095,4
66,Wide Cookware,218,Month Supplement,0.0878477410623409,5
67,Apply Furniture,216,Effort Supplement,0.1217161238900369,1
67,Apply Furniture,170,Offer Team Sport,0.11043152607484652,2
67,Apply Furniture,263,Way Media,0.09805806756909202,3
67,Apply Furniture,269,Note Non-Fiction,0.08981004187394176,4
67,Apply Furniture,1,Black Camera,0.08753762190648169,5
68,Bar Appliance,3,Start Accessorie,0.126612545266936,1
68,Bar Appliance,151,Say Fitnes,0.1184620784608477,2
68,Bar Appliance,125,Increase Women,0.09949879346007118,3
68,Bar Appliance,250,Discover Haircare,0.09610975593794979,4
68,Bar Appliance,241,Low Personal Care,0.08878560065057217,5
69,Front Decor,74,Serve Appliance,0.09464970485606018,1
69,Front Decor,98,Southern Appliance,0.08603090020146065,2
69,Front Decor,85,Event Furniture,0.08408277820068158,3
69,Front Decor,88,Voice Decor,0.08152773496237643,4
69,Front Decor,106,Oil Footwear,0.08070002078437538,5
70,Bring Furniture,264,Include Non-Fiction,0.1615926535664718,1
70,Bring Furniture,247,Good Haircare,0.15891043154093204,2
70,Bring Furniture,202,Thank Skincare,0.12233863076108327,3
70,Bring Furniture,85,Event Furniture,0.09022811434760541,4
70,Bring Furniture,27,Into Laptop,0.08983222540938544,5
71,Green Furniture,177,Hour Camping,0.13977131156292244,1
71,Green Furniture,118,During Men,0.10894095588038442,2
71,Green Furniture,19,Improve Smartphone,0.0903244604661891,3
71,Green Furniture,3,Start Accessorie,0.08898624633166125,4
71,Green Furniture,43,A Laptop,0.0853024458999112,5
72,Difficult Cookware,157,First Camping,0.08780592274176197,1
72,Difficult Cookware,44,Walk Camera,0.08747480336813909,2
72,Difficult Cookware,279,Scientist Non-Fiction,0.0864271631402886,3
72,Difficult Cookware,31,Wide Laptop,0.0831890330807703,4
72,Difficult Cookware,192,Participant Camping,0.0822562260037299,5
73,Travel Appliance,244,Thus Supplement,0.128630778606745,1
73,Travel Appliance,248,Generation Haircare,0.11554009937293111,2
73,Travel Appliance,29,Pressure Accessorie,0.09914684607882715,3
73,Travel Appliance,129,Direction Kid,0.08780592274176195,4
73,Travel Appliance,140,Fall Footwear,0.08695753644243503,5
74,Serve Appliance,126,Field Men,0.11233851340327919,1
74,Serve Appliance,255,Activity Non-Fiction,0.1026302498800235,2
74,Serve Appliance,211,Everyone Skincare,0.10189187084991655,3
74,Serve Appliance,269,Note Non-Fiction,0.09527861346806615,4
74,Serve Appliance,69,Front Decor,0.09464970485606018,5
75,Wonder Decor,48,Court Camera,0.11776171839153225,1
75,Wonder Decor,221,Response Haircare,0.10957876021579875,2
75,Wonder Decor,293,Almost Non-Fiction,0.10190493307301361,3
75,Wonder Decor,76,Cover Furniture,0.0904616275314925,4
75,Wonder Decor,24,Concern Headphone,0.08073973509982289,5
76,Cover Furniture,159,Positive Camping,0.209210413126322,1
76,Cover Furniture,44,Walk Camera,0.17718902973207712,2
76,Cover Furniture,292,Store Fiction,0.1536498534660067,3
76,Cover Furniture,101,Cut Women,0.12136700910941023,4
76,Cover Furniture,84,Per Cookware,0.10314212462587935,5
77,What Furniture,138,By Kid,0.16308201826336055,1
77,What Furniture,208,Series Skincare,0.15364985346600668,2
77,What Furniture,120,Society Kid,0.14586499149789453,3
77,What Furniture,18,Rest Camera,0.10613237065158375,4
77,What Furniture,238,Able Haircare,0.10105823052798225,5
78,Unit Cookware,12,Get Smartphone,0.12496384670929443,1
78,Unit Cookware,245,Throughout Personal Care,0.10092946653787335,2
78,Unit Cookware,273,Ask Children,0.0993399267798783,3
78,Unit Cookware,140,Fall Footwear,0.09091675835657295,4
78,Unit Cookware,293,Almost Non-Fiction,0.08463889584616802,5
79,Hand Furniture,177,Hour Camping,0.1314684396244359,1
79,Hand Furniture,127,Research Footwear,0.0944911182523068,2
79,Hand Furniture,95,They Appliance,0.0906100470365937,3
79,Hand Furniture,49,Left Laptop,0.08877935232369503,4
79,Hand Furniture,65,Scene Appliance,0.08728715609439694,5
80,Success Furniture,48,Court Camera,0.11776171839153225,1
80,Success Furniture,128,Pretty Kid,0.115001613554367,2
80,Success Furniture,215,Want Supplement,0.10233220929949846,3
80,Success Furniture,252,Property Non-Fiction,0.10127393670836668,4
80,Success Furniture,241,Low Personal Care,0.0994490316197694,5
81,Real Furniture,197,Own Camping,0.12115787884266638,1
81,Real Furniture,20,Arm Accessorie,0.10702313041643274,2
81,Real Furniture,299,Know Non-Fiction,0.09531089965802728,3
81,Real Furniture,108,Word Men,0.09240616554505461,4
81,Real Furniture,106,Oil Footwear,0.08934795112453975,5
82,Rich Furniture,50,Wear Headphone,0.11136920927794088,1
82,Rich Furniture,123,Anything Footwear,0.10385232314160164,2
82,Rich Furniture,207,Impact Haircare,0.09516486024850804,3
82,Rich Furniture,18,Rest Camera,0.09153651166903976,4
82,Rich Furniture,138,By Kid,0.08439249387982212,5
83,Rich Furniture,270,Environmental Non-Fiction,0.16070147520167405,1
83,Rich Furniture,282,Discuss Fiction,0.12279325377235908,2
83,Rich Furniture,218,Month Supplement,0.10718661571406801,3
83,Rich Furniture,267,Born Fiction,0.09207338730881486,4
83,Rich Furniture,124,Act Kid,0.09038769075777342,5
84,Per Cookware,121,Themselves Footwear,0.12009611535381536,1
84,Per Cookware,251,College Fiction,0.10660035817780522,2
84,Per Cookware,76,Cover Furniture,0.10314212462587935,3
84,Per Cookware,87,Property Furniture,0.10101525445522108,4
84,Per Cookware,43,A Laptop,0.09589940926145843,5
85,Event Furniture,185,Avoid Camping,0.14815221273648993,1
85,Event Furniture,222,Car Supplement,0.11599076460303807,2
85,Event Furniture,273,Ask Children,0.10689826381176706,3
85,Event Furniture,13,Support Headphone,0.0962498036572848,4
85,Event Furniture,70,Bring Furniture,0.09022811434760541,5
86,Less Decor,210,Me Haircare,0.1556132007513662,1
86,Less Decor,125,Increase Women,0.12315815304269713,2
86,Less Decor,265,Create Non-Fiction,0.1169605909201713,3
86,Less Decor,290,Administration Children,0.10193928585529255,4
86,Less Decor,50,Wear Headphone,0.09750406275392387,5
87,Property Furniture,84,Per Cookware,0.10101525445522108,1
87,Property Furniture,251,College Fiction,0.10050378152592121,2
87,Property Furniture,257,Minute Children,0.09832102880166932,3
87,Property Furniture,121,Themselves Footwear,0.09705231721239391,4
87,Property Furniture,290,Administration Children,0.09465559377843988,5
88,Voice Decor,214,Safe Skincare,0.13445664569367252,1
88,Voice Decor,235,Training Personal Care,0.12211320467908286,2
88,Voice Decor,283,Strategy Children,0.12108709578306662,3
88,Voice Decor,140,Fall Footwear,0.09956288286669089,4
88,Voice Decor,58,Artist Appliance,0.09686383042628016,5
89,Prepare Cookware,161,Between Fitnes,0.15010558011708822,1
89,Prepare Cookware,111,Situation Men,0.12861080525406426,2
89,Prepare Cookware,141,Happen Men,0.11905605585844764,3
89,Prepare Cookware,5,Yeah Smartphone,0.11144872044926164,4
89,Prepare Cookware,173,Soon Fitnes,0.10715045027260288,5
90,Group Furniture,55,Others Cookware,0.13169299692382677,1
90,Group Furniture,1,Black Camera,0.10892674246631687,2
90,Group Furniture,97,Black Appliance,0.10752688172043011,3
90,Group Furniture,39,Yeah Laptop,0.10134704989563607,4
90,Group Furniture,207,Impact Haircare,0.09151333141298447,5
91,Almost Decor,266,Feeling Non-Fiction,0.12569752716115998,1
91,Almost Decor,156,Occur Camping,0.08908708063747478,2
91,Almost Decor,159,Positive Camping,0.08451542547285164,3
91,Almost Decor,208,Series Skincare,0.0827605888602368,4
91,Almost Decor,109,Health Footwear,0.07890639581985628,5
92,Left Furniture,262,Case Media,0.09223309842157773,1
92,Left Furniture,138,By Kid,0.08660254037844387,2
92,Left Furniture,235,Training Personal Care,0.08625819491779428,3
92,Left Furniture,226,Recognize Skincare,0.07216878364870322,4
92,Left Furniture,1,Black Camera,0.06780635036208102,5
93,Fear Appliance,52,Still Cookware,0.11959348005979772,1
93,Fear Appliance,168,Wait Camping,0.11695217633781754,2
93,Fear Appliance,102,Three Women,0.11603489020411425,3
93,Fear Appliance,150,Population Kid,0.11321318983324061,4
