customer_id,average_rating,completed_orders
197,2.6666666666666665,2
198,4.0,2
200,5.0,2
203,4.0,1
204,4.666666666666667,1
205,5.0,1
206,4.5,1
207,5.0,2
208,5.0,2
209,3.6,3
210,2.0,2
211,4.25,1
212,4.0,4
213,4.333333333333333,2
214,5.0,1
215,5.0,3
216,4.666666666666667,2
217,5.0,1
220,2.5,5
221,3.0,1
222,5.0,4
223,5.0,1
225,4.0,1
226,3.8,2
228,4.0,4
229,4.0,7
230,3.5,3
234,4.666666666666667,1
235,4.75,2
237,5.0,4
238,4.0,1
240,3.5,4
241,4.5,1
242,3.0,1
246,5.0,3
247,4.2,2
249,4.0,1
250,3.75,2
251,5.0,4
252,4.0,1
253,4.75,4
254,4.0,2
255,4.333333333333333,2
256,4.5,1
257,3.0,3
258,5.0,2
259,4.5,3
260,3.0,4
263,3.0,4
265,3.0,3
266,5.0,3
269,4.0,4
270,2.5,2
271,5.0,1
272,4.5,2
273,3.0,2
274,4.0,3
275,4.5,2
276,5.0,4
279,3.0,1
281,4.5,2
283,4.666666666666667,2
284,4.0,4
285,2.0,4
286,4.0,2
287,4.333333333333333,2
288,4.0,3
290,5.0,2
292,4.5,2
294,3.0,1
295,5.0,4
296,3.0,3
297,5.0,1
298,3.6666666666666665,2
299,4.0,1
300,3.0,3
302,4.333333333333333,3
303,2.0,1
304,4.0,2
305,5.0,2
306,1.0,2
307,4.0,5
309,4.0,4
310,3.0,3
311,4.0,2
313,3.5,2
314,4.666666666666667,2
315,3.0,1
316,4.75,3
317,4.0,1
323,4.75,1
324,4.5,3
325,3.0,6
326,5.0,2
328,4.0,3
329,4.0,3
330,4.0,1
332,4.0,2
333,5.0,3
334,4.75,3
335,5.0,2
336,4.666666666666667,2
339,5.0,2
341,5.0,4
343,3.0,1
344,5.0,3
345,3.5,4
346,3.0,2
347,3.8,3
348,4.5,1
350,4.0,3
351,5.0,1
352,4.0,2
353,4.0,3
354,4.5,7
355,5.0,2
356,5.0,2
358,2.5,2
360,4.0,4
362,4.666666666666667,5
365,4.0,3
366,3.0,2
368,3.75,3
371,4.0,1
373,4.0,3
375,4.0,3
380,4.0,1
381,3.0,2
382,3.5,2
383,4.333333333333333,3
384,4.5,2
385,5.0,2
386,4.5,1
387,4.0,4
388,4.0,2
389,5.0,2
391,3.6666666666666665,3
394,5.0,1
396,5.0,4
397,2.0,1
398,4.25,2
400,2.5,5
402,4.333333333333333,1
403,3.5,1
404,1.0,1
405,5.0,5
406,3.0,3
407,5.0,3
409,4.333333333333333,2
410,4.0,2
411,3.0,1
412,5.0,2
413,5.0,2
414,4.5,2
416,3.75,3
419,2.25,1
420,3.0,3
421,3.5,1
422,4.0,2
423,4.0,1
424,4.333333333333333,1
425,3.0,2
426,4.0,4
429,4.333333333333333,2
430,4.0,3
431,2.0,1
434,5.0,1
437,4.0,3
438,4.0,2
439,3.0,2
440,5.0,1
441,4.0,4
442,5.0,2
443,4.0,1
444,2.0,2
445,5.0,1
446,3.0,1
447,5.0,1
451,3.0,1
452,4.0,2
453,4.0,2
457,4.0,1
458,4.0,1
459,3.5,2
460,3.0,1
461,4.0,3
462,5.0,1
463,5.0,3
465,1.0,2
466,4.5,5
468,4.0,2
469,4.0,5
471,4.333333333333333,4
472,3.0,3
473,4.0,3
474,3.5,1
475,4.0,3
477,5.0,4
478,4.0,2
479,4.0,1
480,5.0,2
481,4.4,1
482,5.0,6
483,3.75,3
484,3.0,2
485,4.0,1
486,5.0,4
487,4.0,3
488,4.0,3
489,3.3333333333333335,2
490,4.5,2
491,4.333333333333333,2
494,3.0,4
495,3.5,3
496,4.5,1
497,5.0,2
498,4.0,3
500,3.3333333333333335,3
502,4.0,1
504,5.0,4
505,3.6666666666666665,2
506,4.5,2
508,5.0,1
509,5.0,1
510,3.5,2
513,3.6,2
514,4.5,3
515,2.0,1
516,4.0,3
517,3.0,1
518,3.75,2
519,4.0,3
520,3.0,2
521,3.0,2
523,3.0,3
524,4.5,2
525,2.5,2
526,3.5,2
527,3.3333333333333335,3
528,3.5,6
530,3.0,2
533,5.0,1
535,4.0,2
537,2.75,1
538,5.0,2
539,2.0,1
540,4.0,3
541,5.0,3
542,3.5,1
543,4.75,2
545,5.0,2
548,5.0,3
549,4.333333333333333,2
550,5.0,2
552,5.0,3
555,4.0,2
556,5.0,4
557,4.5,3
559,4.0,1
560,4.0,2
561,4.0,2
562,5.0,2
563,4.0,1
565,1.0,1
566,4.0,1
569,3.0,2
570,4.75,2
571,5.0,4
572,4.666666666666667,4
573,5.0,3
574,5.0,5
575,2.0,3
576,3.0,2
577,4.0,6
578,4.0,2
579,4.0,3
581,4.0,4
583,4.75,4
585,4.5,1
586,5.0,2
587,3.0,2
588,3.0,2
589,4.0,2
590,4.0,1
591,4.0,2
593,5.0,1
594,4.5,1
595,4.5,1
597,4.0,4
598,5.0,1
599,4.0,1
602,3.75,2
603,4.5,2
604,5.0,3
605,4.0,3
606,2.5,2
607,3.0,2
608,4.333333333333333,2
610,3.6666666666666665,1
612,3.0,2
613,4.666666666666667,2
617,4.5,3
618,4.0,1
619,5.0,3
620,4.0,1
621,3.0,2
622,5.0,1
624,4.0,7
626,3.75,3
627,4.0,1
628,4.333333333333333,3
629,4.25,3
630,4.0,1
631,4.5,1
634,4.0,6
635,5.0,4
636,3.6666666666666665,1
640,2.0,1
641,4.666666666666667,4
645,3.75,5
646,4.0,3
647,3.8,1
648,4.333333333333333,4
650,4.5,3
652,3.0,1
653,5.0,2
654,4.0,2
655,4.333333333333333,2
656,3.5,4
657,5.0,3
658,5.0,3
660,5.0,2
661,3.0,2
662,2.0,1
663,5.0,2
665,3.3333333333333335,4
667,4.5,1
668,5.0,1
671,5.0,3
672,4.0,1
673,3.2,4
674,3.4,2
675,4.0,2
677,4.0,2
680,4.0,3
682,5.0,2
683,2.0,2
685,4.0,2
686,2.5,3
688,4.666666666666667,3
689,4.0,2
692,4.0,1
693,2.0,3
694,4.0,1
696,4.0,2
697,4.0,1
698,4.666666666666667,1
700,4.0,1
703,4.0,5
705,4.0,3
706,3.0,2
709,4.0,1
710,3.3333333333333335,2
713,2.0,1
715,4.5,2
716,4.333333333333333,2
717,4.0,2
720,5.0,3
722,3.5,4
726,5.0,6
727,4.0,3
728,2.5,2
730,4.333333333333333,1
731,5.0,2
733,3.0,5
734,3.5,1
736,4.0,4
738,3.0,1
739,4.333333333333333,1
740,2.0,4
741,4.25,2
742,4.0,2
743,4.0,3
745,2.0,1
747,4.0,1
749,4.0,3
750,5.0,2
752,1.6666666666666667,4
753,4.5,2
756,4.5,3
757,1.0,1
760,3.0,4
761,4.5,5
763,4.5,2
764,2.0,3
765,4.0,3
767,4.0,2
768,2.0,1
770,3.0,2
771,2.0,1
773,3.0,5
774,5.0,1
775,4.0,4
778,4.0,2
785,4.5,1
786,3.0,3
790,4.5,3
791,3.5,1
792,4.0,2
793,3.5,5
794,2.0,2
795,4.333333333333333,2
796,4.5,2
797,4.5,5
798,4.0,1
799,5.0,2
800,4.0,2
801,2.0,1
802,5.0,2
803,4.5,1
806,4.0,2
807,4.0,3
808,5.0,1
809,4.5,3
813,3.0,2
814,3.3333333333333335,1
816,3.25,5
817,5.0,5
819,3.5,3
820,4.0,2
822,4.0,2
824,2.3333333333333335,3
825,5.0,1
826,5.0,2
828,4.666666666666667,2
829,3.0,4
830,4.0,4
831,5.0,1
832,3.0,3
834,4.666666666666667,1
835,3.75,5
837,3.5,2
838,4.666666666666667,3
839,3.0,3
840,3.0,1
841,3.4,2
844,5.0,3
846,4.0,1
847,5.0,1
848,5.0,1
849,4.0,1
851,4.0,2
854,4.5,1
855,4.0,2
856,4.0,3
858,3.5,2
859,4.5,1
861,4.0,3
862,5.0,3
863,4.666666666666667,3
864,2.6666666666666665,2
868,5.0,3
869,5.0,4
870,3.0,1
871,4.5,2
872,3.5,4
874,5.0,1
875,3.0,1
876,5.0,2
880,3.0,5
881,4.0,3
882,5.0,3
883,4.5,4
885,4.5,2
886,4.333333333333333,1
887,3.75,1
888,5.0,4
889,4.5,5
890,3.0,4
891,5.0,3
892,3.5,2
894,1.0,1
895,3.0,2
896,5.0,1
897,5.0,4
898,5.0,5
901,4.333333333333333,2
903,5.0,3
904,4.0,1
905,3.0,1
906,5.0,3
907,4.5,2
908,5.0,3
909,5.0,2
910,5.0,1
912,4.0,3
913,4.666666666666667,4
914,3.0,1
915,3.8333333333333335,3
916,4.666666666666667,5
918,4.0,3
919,5.0,3
920,5.0,3
921,4.0,7
922,4.0,3
925,2.5,2
926,3.25,1
927,4.0,1
928,3.5,1
929,4.0,1
930,4.333333333333333,2
932,3.0,2
934,3.5,3
936,4.0,2
938,4.0,3
941,4.0,3
943,4.333333333333333,6
945,1.0,2
948,5.0,1
949,5.0,3
950,4.0,3
952,4.0,5
953,5.0,1
956,4.0,2
957,3.5,3
958,2.0,2
959,5.0,3
960,4.0,3
961,5.0,2
962,4.0,1
963,3.0,1
965,5.0,2
966,2.0,1
967,4.5,2
969,4.25,3
970,3.0,1
971,3.0,6
972,3.0,3
973,5.0,2
974,3.0,3
975,1.0,1
976,3.0,2
978,4.0,1
979,2.5,1
981,4.0,3
982,3.3333333333333335,2
983,4.666666666666667,2
986,3.0,2
987,1.0,2
988,5.0,4
991,5.0,2
992,3.0,5
994,5.0,2
995,5.0,4
996,4.0,2
997,4.5,2
1001,3.5,3
1002,2.5,5
1003,3.5,2
1005,4.333333333333333,1
1006,4.5,3
1007,4.5,2
1009,2.5,3
1012,4.0,3
1013,4.0,1
1015,4.5,2
1016,4.5,1
1019,4.5,1
1021,5.0,1
1022,4.0,2
1023,4.0,4
1025,2.5,1
1026,5.0,3
1027,4.0,1
1028,5.0,1
1030,4.0,6
1031,3.0,3
1034,4.5,1
1035,4.5,4
1036,5.0,3
1037,5.0,1
1038,4.0,3
1039,5.0,2
1040,4.25,2
1041,3.0,2
1042,3.0,1
1043,4.5,3
1044,3.5,6
1049,4.0,3
1050,4.5,3
1051,3.5,1
1052,5.0,4
1054,5.0,1
1056,4.5,1
1057,5.0,3
1058,4.0,4
1059,4.0,1
1060,5.0,2
1062,2.5,1
1063,2.5,1
1064,3.5,4
1066,4.0,4
1067,4.0,1
1068,2.5,3
1069,3.6666666666666665,1
1070,3.5,5
1072,4.0,1
1073,3.0,3
1074,3.0,2
1075,4.0,3
1076,3.6666666666666665,3
1079,4.333333333333333,2
1082,5.0,2
1085,3.5,6
1088,5.0,1
1091,2.0,1
1092,4.0,6
1093,3.0,3
1095,4.5,1
1096,5.0,1
1097,5.0,5
1098,4.5,1
1099,3.5,4
1100,3.0,6
1101,4.0,2
1102,5.0,1
1103,3.0,3
1104,3.0,3
1105,5.0,2
1107,3.0,2
1111,3.0,3
1112,3.5,1
1113,3.6666666666666665,1
1115,4.333333333333333,4
1116,4.5,2
1117,5.0,2
1118,2.0,2
1119,5.0,1
1120,4.0,3
1121,4.25,1
1122,4.666666666666667,1
1123,5.0,2
1124,2.0,3
1126,4.0,3
1127,4.0,5
1128,1.0,2
1131,5.0,4
1133,5.0,3
1134,5.0,3
1135,4.0,2
1137,3.5,2
1138,3.0,3
1142,4.5,3
1143,5.0,1
1144,5.0,2
1145,5.0,3
1147,3.5,1
1148,4.0,3
1149,5.0,3
1150,3.5,2
1153,4.333333333333333,2
1154,4.75,5
1155,4.5,3
1158,3.0,4
1159,4.5,1
1160,4.0,3
1161,2.0,1
1162,2.5,2
1163,4.0,2
1164,3.5,1
1165,4.0,1
1166,4.5,2
1167,5.0,5
1169,4.0,1
1170,3.0,1
1171,5.0,5
1172,3.6666666666666665,2
1173,4.5,5
1174,4.5,4
1175,3.0,2
1176,4.5,2
1177,4.0,1
1178,2.0,1
1179,1.0,4
1180,4.0,5
1181,3.0,2
1182,4.5,4
1184,5.0,2
1185,4.5,1
1186,3.0,2
1187,4.0,3
1188,3.0,4
1189,4.666666666666667,1
1190,4.666666666666667,4
1191,3.0,1
1192,4.5,2
1193,3.3333333333333335,1
1194,3.0,2
1197,4.0,1
1198,4.0,4
1201,3.0,2
1203,5.0,3
1204,4.5,2
1206,3.0,2
1207,4.0,1
1208,3.0,1
1211,5.0,4
1212,5.0,5
1216,4.0,3
1217,3.0,4
1218,4.4,4
1219,3.0,1
1220,4.5,2
1221,5.0,1
1223,3.3333333333333335,7
1224,4.0,3
1226,5.0,1
1228,4.0,3
1229,3.5,1
1230,5.0,4
1231,4.0,2
1232,3.0,4
1233,3.0,4
1236,4.5,1
1237,1.0,4
1238,4.0,1
1239,5.0,3
1241,5.0,1
1242,5.0,2
1243,3.5,2
1245,4.5,3
1246,2.6666666666666665,2
1247,4.0,4
1248,3.5,1
1251,1.0,1
1252,4.333333333333333,3
1254,5.0,1
1256,4.5,4
1257,4.0,1
1258,3.0,2
1259,5.0,2
1260,5.0,4
1264,5.0,2
1265,2.0,4
1267,4.5,1
1268,3.75,2
1269,4.0,4
1271,4.0,3
1272,1.0,2
1274,3.5,3
1275,4.0,1
1277,1.0,1
1278,1.0,2
1279,3.3333333333333335,2
1280,5.0,1
1281,4.5,2
1282,4.5,1
1283,5.0,1
1284,3.6666666666666665,2
1285,4.666666666666667,2
1286,4.0,2
1287,3.0,3
1289,4.0,1
1291,4.0,2
1292,4.0,2
1297,4.8,1
1298,3.0,1
1299,3.8,3
1305,4.333333333333333,3
1306,5.0,2
1307,5.0,4
1309,4.666666666666667,7
1310,5.0,2
1312,5.0,4
1313,5.0,3
1314,5.0,2
1315,4.0,3
1316,5.0,5
1317,5.0,1
1318,4.0,2
1322,3.3333333333333335,1
1323,4.0,1
1324,5.0,4
1328,3.5,2
1331,5.0,2
1334,4.2,2
1335,2.5,2
1336,3.5,3
1337,5.0,2
1338,3.3333333333333335,1
1341,3.0,2
1345,1.0,2
1346,3.0,3
1347,4.333333333333333,2
1348,3.6666666666666665,1
1349,5.0,1
1350,5.0,1
1351,4.0,1
1352,3.0,3
1354,5.0,1
1355,4.5,1
1357,2.0,4
1358,5.0,1
1359,4.0,1
1360,2.0,2
1362,3.6666666666666665,4
1364,5.0,1
1365,5.0,2
1367,5.0,3
1368,3.0,1
1369,2.0,5
1370,4.333333333333333,4
1371,5.0,2
1372,4.0,1
1374,5.0,2
1376,4.0,2
1378,4.0,2
1379,5.0,5
1380,3.0,4
1382,3.0,3
1383,4.0,5
1384,4.0,3
1386,3.4,1
1387,3.0,4
1388,3.5,1
1389,4.0,1
1390,5.0,1
1391,5.0,2
1392,4.0,2
1393,3.8333333333333335,1
1394,5.0,2
1395,4.0,1
1396,5.0,1
1397,3.0,1
1398,3.0,4
1399,4.0,3
1400,5.0,2
1402,3.8333333333333335,2
1403,4.0,1
1404,4.666666666666667,1
1405,5.0,3
1406,3.0,3
1407,4.5,2
1408,4.25,4
1409,4.0,1
1410,5.0,6
1412,5.0,2
1413,3.6,5
1414,5.0,3
1416,4.0,1
1417,3.2,3
1419,4.0,3
1420,4.333333333333333,2
1422,1.0,2
1423,4.0,3
1424,5.0,3
1425,2.5,2
1426,5.0,2
1427,4.0,2
1429,4.666666666666667,4
1430,3.0,2
1432,3.5,2
1433,4.0,2
1437,5.0,3
1438,4.0,3
1439,4.0,3
1442,4.5,3
1443,4.0,4
1444,3.0,1
1445,5.0,1
1446,2.0,1
1448,4.0,2
1449,5.0,5
1450,3.0,4
1451,4.666666666666667,3
1452,4.0,2
1455,4.5,3
1456,4.0,3
1457,4.0,1
1458,4.333333333333333,2
1461,4.5,1
1462,4.5,4
1463,4.75,2
1464,5.0,2
1465,3.5,2
1466,4.5,2
1467,4.0,1
1468,2.0,1
1472,3.5,1
1473,4.5,2
1474,2.5,1
1475,1.0,2
1476,3.5,5
1477,4.0,3
1478,4.5,4
1481,5.0,2
1482,3.5,2
1486,4.5,1
1487,4.666666666666667,3
1489,2.6666666666666665,3
1490,3.0,2
1492,3.0,5
1493,5.0,5
1497,3.0,1
1499,3.8,2
1500,4.0,3
1501,4.0,2
1504,5.0,3
1505,5.0,1
1506,4.0,1
1507,4.0,4
1509,5.0,1
1510,4.5,2
1511,4.0,2
1512,3.0,2
1513,3.0,2
1516,4.0,1
1518,5.0,3
1520,2.0,2
1523,5.0,2
1524,3.5,2
1525,2.0,2
1526,5.0,3
1527,3.8333333333333335,2
1528,4.5,3
1529,3.6666666666666665,2
1531,5.0,3
1532,5.0,4
1534,3.0,3
1535,4.5,1
1536,4.333333333333333,2
1538,4.0,2
1539,5.0,5
1541,2.5,2
1542,3.0,2
1543,3.0,3
1544,5.0,2
1547,4.0,4
1548,5.0,5
1549,3.3333333333333335,2
1550,4.0,3
1551,4.0,2
1553,4.0,2
1554,2.0,4
1555,3.0,2
1556,4.5,7
1558,5.0,1
1559,3.0,4
1560,2.0,1
1561,2.0,2
1562,2.6666666666666665,4
1564,5.0,1
1565,3.6666666666666665,1
1566,3.0,1
1567,5.0,2
1568,5.0,1
1570,4.5,2
1571,5.0,2
1572,3.3333333333333335,2
1573,3.5,4
1575,5.0,1
1578,3.5,4
1579,4.0,1
1580,4.666666666666667,2
1583,2.0,1
1584,4.0,1
1586,4.5,2
1587,2.0,4
1588,5.0,1
1589,5.0,1
1590,3.75,2
1591,4.5,4
1593,5.0,2
1595,3.0,6
1596,3.3333333333333335,3
1599,4.75,2
1600,4.0,1
1601,5.0,3
1602,3.25,4
1603,5.0,5
1605,3.0,2
1606,4.0,1
1607,3.6666666666666665,2
1608,4.333333333333333,2
1609,5.0,2
1611,5.0,2
1613,5.0,4
1614,5.0,6
1615,5.0,2
1618,4.5,1
1621,5.0,1
1622,1.0,1
1624,5.0,2
1625,4.0,3
1626,2.0,2
1627,2.0,1
1628,2.0,3
1629,3.0,3
1630,3.8333333333333335,1
1631,3.0,3
1632,3.0,3
1633,4.0,3
1634,4.0,1
1635,4.0,2
1636,4.0,2
1637,4.0,2
1638,2.5,1
1642,4.0,2
1644,5.0,1
1648,1.0,2
1649,5.0,1
1650,4.0,3
1651,4.0,2
1652,3.3333333333333335,2
1656,1.0,5
1657,4.0,2
1658,5.0,3
1660,5.0,2
1661,2.5,1
1663,5.0,2
1664,5.0,5
1665,3.6666666666666665,2
1666,4.5,4
1667,3.3333333333333335,3
1668,3.0,3
1669,3.6666666666666665,1
1671,4.666666666666667,2
1672,3.3333333333333335,2
1673,4.5,2
1674,4.0,2
1676,3.3333333333333335,5
1677,4.666666666666667,2
1678,3.0,1
1679,5.0,2
1683,4.5,2
1685,3.75,1
1686,4.75,3
1688,3.6666666666666665,2
1689,4.0,2
1692,5.0,1
1693,4.0,2
1694,5.0,2
1695,3.6666666666666665,1
1698,4.0,1
1701,5.0,1
1702,5.0,6
1703,2.0,1
1704,5.0,1
1705,4.0,1
1708,3.0,4
1709,2.0,1
1710,3.5,1
1713,5.0,2
1714,3.75,4
1715,4.0,3
1716,3.5,3
1717,2.0,1
1718,3.0,2
1719,5.0,5
1721,3.6666666666666665,7
1722,4.0,1
1723,4.0,1
1724,4.5,3
1725,4.0,1
1726,3.5,2
1727,1.0,3
1728,1.0,2
1729,5.0,2
1730,5.0,1
1731,4.333333333333333,1
1732,4.333333333333333,3
1733,4.0,4
1737,5.0,1
1738,4.0,4
1739,4.0,5
1741,4.333333333333333,2
1745,2.6666666666666665,1
1746,4.0,1
1747,4.666666666666667,1
1748,4.5,2
1751,5.0,2
1752,4.0,2
1753,3.0,3
1754,5.0,2
1756,5.0,3
1757,4.0,3
1760,4.25,2
1762,5.0,3
1763,4.5,1
1765,4.0,1
1766,5.0,2
1767,3.75,2
1768,5.0,1
1770,3.6,4
1772,2.6666666666666665,8
1773,5.0,5
1774,4.0,3
1775,4.75,3
1776,5.0,3
1778,4.5,3
1779,5.0,3
1781,5.0,3
1782,2.0,1
1783,3.0,2
1786,2.0,4
1787,5.0,4
1788,5.0,4
1789,4.0,3
1791,5.0,2
1793,3.0,2
1794,4.25,3
1795,4.0,2
1797,4.0,1
1798,5.0,2
1800,4.0,1
1801,2.0,3
1802,5.0,2
1803,3.5,2
1805,5.0,2
1806,4.0,2
1809,2.0,3
1811,4.5,3
1812,3.0,2
1813,3.0,2
1814,4.5,2
1815,4.0,3
1816,3.5,1
1817,4.666666666666667,2
1819,4.0,3
1821,4.0,1
1822,3.0,3
1823,2.6666666666666665,2
1824,5.0,1
1825,4.0,2
1826,3.0,2
1828,4.0,2
1829,5.0,2
1831,5.0,1
1834,4.0,3
1836,3.5,2
1837,3.3333333333333335,3
1838,2.5,1
1839,4.0,4
1841,4.666666666666667,2
1843,3.0,4
1844,4.0,2
1845,4.0,2
1847,4.5,1
1848,4.2,1
1850,5.0,3
1852,4.333333333333333,1
1853,5.0,3
1854,5.0,4
1858,3.5,1
1860,5.0,3
1864,3.0,2
1865,4.0,1
1867,5.0,2
1868,4.25,4
1869,4.2,1
1870,5.0,3
1871,4.0,3
1872,2.0,1
1873,3.3333333333333335,1
1874,4.0,2
1875,3.0,3
1876,4.0,2
1878,3.5,4
1879,4.0,1
1880,3.5,3
1882,4.0,1
1883,3.0,2
1884,3.75,1
1885,4.0,2
1886,3.6666666666666665,2
1888,4.333333333333333,1
1889,4.0,3
1890,5.0,3
1891,4.0,1
1892,1.0,3
1893,4.5,4
1894,5.0,4
1895,3.6666666666666665,2
1898,2.5,2
1899,3.6666666666666665,2
1901,4.0,3
1903,4.0,2
1904,4.0,3
1905,5.0,2
1906,5.0,2
1907,4.0,3
1908,3.25,2
1909,2.5,2
1910,3.5,1
1911,4.5,3
1913,4.0,2
1915,4.0,3
1917,5.0,2
1919,5.0,2
1920,3.5,2
1921,5.0,3
1922,4.0,4
1924,4.5,5
1926,3.0,3
1927,3.0,2
1929,4.0,7
1932,3.5,2
1933,4.0,1
1934,2.5,2
1935,5.0,1
1936,5.0,1
1937,5.0,3
1939,5.0,1
1940,3.0,6
1941,4.5,4
1944,3.0,2
1945,4.0,1
1946,4.5,1
1947,3.0,3
1950,5.0,1
1951,4.0,3
1953,5.0,1
1954,4.0,3
1955,4.666666666666667,1
1956,4.0,2
1957,3.5,3
1958,2.0,2
1959,4.5,1
1961,4.0,1
1963,3.0,2
1964,3.5,2
1965,4.666666666666667,3
1966,3.0,3
1968,5.0,1
1969,3.0,2
1970,4.666666666666667,4
1971,4.0,6
1973,3.0,4
1975,3.75,3
1977,4.0,1
1978,4.0,2
1979,3.0,3
1981,1.0,7
1982,3.0,1
1983,4.5,1
1984,4.0,2
1985,4.0,2
1987,3.0,1
1988,3.0,2
1989,4.0,2
1991,5.0,3
1992,3.0,3
1993,2.0,1
1994,3.75,2
1995,2.0,5
1999,3.5,6
2000,4.666666666666667,2
2001,1.0,1
2002,2.0,2
2003,3.3333333333333335,1
2008,4.333333333333333,2
2009,4.0,2
2011,5.0,2
2012,5.0,4
2013,4.0,4
2014,5.0,1
2016,1.0,2
2017,4.333333333333333,5
2018,2.0,4
2019,4.5,4
2020,2.6666666666666665,1
2021,5.0,3
2022,4.0,1
2023,4.5,2
2027,4.5,2
2030,5.0,1
2031,3.5,3
2034,3.0,3
2035,4.5,2
2036,3.1666666666666665,4
2037,4.0,3
2038,5.0,1
2039,3.0,2
2041,4.5,1
2042,5.0,1
2044,4.0,1
2045,2.0,1
2046,2.6666666666666665,2
2047,4.5,4
2049,3.0,2
2050,5.0,3
2051,4.0,4
2052,2.5,3
2053,4.0,1
2058,5.0,1
2059,5.0,4
2060,3.0,2
2061,4.5,2
2062,4.0,1
2063,4.333333333333333,1
2066,4.0,1
2068,4.0,3
2070,3.0,3
2071,3.5,1
2072,2.5,1
2077,4.0,4
2078,4.5,4
2079,4.0,2
2080,2.0,3
2081,3.6,3
2082,2.0,3
2083,3.6666666666666665,1
2084,3.5,3
2085,4.5,2
2087,4.0,2
2088,3.0,2
2089,3.25,1
2090,3.6666666666666665,1
2091,4.5,2
2092,3.6666666666666665,1
2093,1.0,2
2094,4.5,1
2095,5.0,1
2098,4.75,1
2099,5.0,1
2100,4.0,1
2102,3.0,3
2104,4.0,3
2105,3.0,3
2106,4.0,2
2107,4.0,3
2108,5.0,4
2110,4.0,2
2111,3.5,5
2112,3.75,4
2113,3.0,1
2115,3.75,4
2116,3.0,2
2117,4.5,2
2118,5.0,1
2119,3.0,1
2120,3.25,4
2122,5.0,1
2123,4.5,1
2125,4.5,2
2126,2.3333333333333335,1
2129,5.0,2
2130,4.5,3
2132,3.5,2
2133,4.333333333333333,4
2137,4.0,1
2138,4.0,3
2139,4.0,5
2140,4.5,2
2141,5.0,2
2142,4.0,2
2143,5.0,4
2144,4.0,2
2146,4.5,4
2148,2.5,1
2151,3.6666666666666665,1
2152,4.0,2
2153,4.0,3
2155,5.0,2
2156,4.0,2
2157,3.5,2
2159,4.0,1
2160,3.5,2
2162,4.666666666666667,2
2165,3.0,2
2166,4.666666666666667,1
2167,5.0,4
2168,4.0,1
2169,4.5,2
2171,2.6666666666666665,1
2172,5.0,3
2173,3.6666666666666665,2
2174,5.0,5
2176,3.3333333333333335,2
2177,4.0,1
2178,4.333333333333333,5
2181,4.0,2
2182,1.0,1
2186,4.5,3
2187,4.5,1
2188,3.5,2
2189,3.0,4
2190,4.0,1
2192,3.75,2
2194,3.6666666666666665,2
2195,4.0,2
2196,3.0,3
2197,4.0,2
2198,4.0,4
2200,4.0,2
2201,2.5,2
2203,3.0,2
2205,4.0,3
2206,2.0,2
2207,5.0,2
2209,5.0,2
2211,4.0,1
2212,4.166666666666667,4
2213,3.0,2
